Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
XVXCSPJSXIUNQJ-SNAWJCMRNA-N,CHEMBL309016,1956,A,5.1,chembl20,66717,9606,EGFR,1260,C1=CC(/C=C/N(=O)=O)=CC(=C1O)OC
YVNLSBCMFYOSKN-UHFFFAOYNA-N,5328755,1956,A,5.1549,pubchem,162571,9606,EGFR,1260,OC=1C=2C=CC(C2C=CC1O)C(C#N)C#N
YZOFLYUAQDJWKV-UHFFFAOYNA-N,CHEMBL310798,1956,A,6.0,chembl20,66741,9606,EGFR,1260,C1(=C(C=C(C=C1O)C=C(C#N)C#N)O)O
CBBBJLQAIWVLBM-GQCTYLIANA-N,CHEMBL78049,1956,A,5.05,chembl20,506200,9606,EGFR,1260,C=1(C=C(/C=C(/N(=O)=O)\C)C=CC1O)O
ACPOUJIDANTYHO-YAQRNVERNA-N,CHEMBL1725279,1956,A,5.7,chembl20,809214,9606,EGFR,1260,O=C1C=2C=3C(=NNC3C=CC2)C4=C1C=CC=C4
GHYKYLGHIXGESB-UHFFFAOYNA-N,CHEMBL117710,1956,A,6.12,chembl20,63762,9606,EGFR,1260,C1(=C2C(C=CC=C2)=NC=N1)OC=3C=C(Br)C=CC3
DJRPFIWIDKXORZ-YGPBECBDNA-N,CHEMBL1970340,1956,A,5.7,chembl20,809214,9606,EGFR,1260,O1N=C(N)C=2C(C3=CC(O)=CC=C3)=CC=CC12
DJUSDFVEBBYFFL-YAQRNVERNA-N,CHEMBL583144,1956,A,5.7,chembl20,809214,9606,EGFR,1260,C=1(O)C=2SC=3C(Cl)=CC=C(Cl)C3C2N=CN1
DKXHSOUZPMHNIZ-YHMJCDSINA-N,CHEMBL225519,1956,A,5.7,chembl20,809214,9606,EGFR,1260,C1C=2NC(=CC2C(NC1)=O)C=3C=CN=CC3
DWZFIFZYMHNRRV-UHFFFAOYNA-N,CHEMBL80155,1956,A,5.66,chembl20,66741,9606,EGFR,1260,C1(=C(C=C(C=C1OC)C=C(C#N)C#N)O)O
QXKKPVVOOWBLND-YAQRNVERNA-N,CHEMBL1994074,1956,A,5.7,chembl20,809214,9606,EGFR,1260,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3
HKDCYHVIRWMNES-FQFUPTBWNA-N,CHEMBL419635,1956,A,5.16,chembl20,67042,9606,EGFR,1260,C1=2C(=NC(=C1C)C)NC(=NC2NC3CCCCC3)C
IVGJFOGOUPLYSC-UHFFFAOYNA-N,CHEMBL57300,1956,A,5.15,chembl20,506208,9606,EGFR,1260,C=1(C=CC=2C(C1O)=CCC2C(C#N)C#N)O
GQUWDIOBISABKQ-UHFFFAOYNA-N,CHEMBL454002,1956,A,5.0,chembl20,506200,9606,EGFR,1260,C=1(C=C(C=C(C1)C(=C(C#N)C#N)C#N)O)O
GRMWJYLSFHIYNJ-UHFFFAOYNA-N,44576146,1956,A,5.52288,pubchem,358171,9606,EGFR,1260,OC=1C=C(C=C(O)C1O)C(=C(C#N)C#N)C#N
IUEBPIPDFMCSTP-IUIWLCSJNA-N,CHEMBL1976090,1956,A,5.7,chembl20,809214,9606,EGFR,1260,S1C2=C(N=CN=C2N)C=3C1=NC=NC3N
JZVUYHDTYQWBFB-UHFFFAOYNA-N,CHEMBL1989474,1956,A,6.9,chembl20,809214,9606,EGFR,1260,FC=1C=CC(C2=NN(C=C2C3=NC=NC=C3)C)=CC1
KKDPIZPUTYIBFX-GAJRPKRDNA-N,CHEMBL65063,1956,A,5.57,chembl20,66565,9606,EGFR,1260,N1(C2=C(C(N)=NC=N2)C=N1)C3=CC=CC=C3
KIOLXAWQJUDVMS-PDWSVUOVNA-N,CHEMBL1990346,1956,A,5.7,chembl20,809214,9606,EGFR,1260,BrC1=CC=C(C=2C=3C(=NNC3N)C=CC2)C=C1
MMMPFWNSQKXKDX-WYCIUFAENA-N,CHEMBL2000114,1956,A,5.7,chembl20,809214,9606,EGFR,1260,S(C=1C=2C(NC1)=NC=NC2NCCCO)C
MMXHHNMJARVBIQ-NDKGDYFDNA-N,CHEMBL309276,1956,A,5.79,chembl20,64454,9606,EGFR,1260,C=1(NC=2C=CC=CC2C1CCC(O)=O)S
MTSNDBYBIZSILH-HCKMINDGNA-N,CHEMBL289959,1956,A,7.1,chembl20,809214,9606,EGFR,1260,C1(=C2C(C=CC=C2)=NC=N1)NC3=CC=CC=C3
KVVFXAAMMFTLGN-YAQRNVERNA-N,CHEMBL1727312,1956,A,5.0,chembl20,809214,9606,EGFR,1260,O=C1NC=2C(NC=3C1=CC=CC3)=CC=CC2
NBBJLHJHLMMMKM-UHFFFAOYNA-N,CHEMBL116423,1956,A,5.25,chembl20,63788,9606,EGFR,1260,C(C#N)(C#N)=CC=1C=C(O)C(=C(C1)C)O
OADRBDVURCEKRP-WYUMXYHSNA-N,CHEMBL1992634,1956,A,5.7,chembl20,809214,9606,EGFR,1260,BrC=1C=C2C(C=3C=CC=CC3)=CNC2=NC1
OBHNPUMYQHGYJJ-WYUMXYHSNA-N,CHEMBL1986139,1956,A,6.5,chembl20,809214,9606,EGFR,1260,ClC=1C=2C(SC1)=NC=NC2NC=3C=CC=CC3
PEXKNSGOEOREKM-UHFFFAOYNA-N,CHEMBL443962,1956,A,5.7,chembl20,809214,9606,EGFR,1260,N=1C=2N(C=C(C=3C=CC(OC)=CC3)C1)N=CC2Br
PAIFYAZSILXLBO-DLGLGFIGNA-N,CHEMBL1998611,1956,A,5.7,chembl20,809214,9606,EGFR,1260,BrC1=C2SC(=C(N)C2=C(Cl)C=C1)C(=O)N
OBZHLULOFFWAJX-UHFFFAOYNA-N,CHEMBL1974702,1956,A,5.7,chembl20,809214,9606,EGFR,1260,BrC1=C2SC3=C(N=C(OC3=O)C)C2=C(Cl)C=C1
NEUSVAOJNUQRTM-UHFFFAOYNA-N,CHEMBL334255,1956,A,5.46,chembl20,774682,9606,EGFR,1260,[N+]=1(CCCCCCCCCCCCCCCC)C=CC=CC1
NFZYOSOZVKIONF-UHFFFAOYNA-N,49798025,1956,A,7.07058,pubchem,489609,9606,EGFR,1260,BrC=1C=2N(C(C(=O)C3CC3)=CC2C#N)C(=CC1)C
NGOGFTYYXHNFQH-UHFFFAOYNA-N,CHEMBL38380,1956,A,5.7,chembl20,809214,9606,EGFR,1260,O=S(=O)(N1CCNCCC1)C2=CC=CC=3C2=CC=NC3
ORMGLUKCDQMGKV-UHFFFAOYNA-N,CHEMBL474267,1956,A,5.0,chembl20,506200,9606,EGFR,1260,C1(=C(C=CC(=C1)C(=C(C#N)C#N)C#N)O)O
PWPSIWFFYVGDHO-UHFFFAOYNA-N,10466715,1956,A,5.30103,pubchem,66450,9606,EGFR,1260,OC=1C=C2C(N=CC(=C2)C=3C=CN=CC3)=CC1O
PPCNMZPSQZFFGM-LUXCBXFANA-N,CHEMBL2003456,1956,A,5.7,chembl20,809214,9606,EGFR,1260,OC1=NC=2C(N1)=NC=C(C2)C3=CC=CC=C3
UHNMDZJZAUMGNI-UHFFFAOYNA-N,CHEMBL2205030,1956,A,5.27,chembl20,879290,9606,EGFR,1260,O=S1(=O)N=S(C=2C=CN=CC21)C3=CC=C(C=C3)Br
XHBPHEXPTIFHND-UHFFFAOYNA-N,CHEMBL309598,1956,A,5.35,chembl20,66741,9606,EGFR,1260,C=1(C(=C(C=C(C1)C(C(C#N)C#N)=O)O)O)O
WTDRDQBEARUVNC-UDXUTFKQNA-N,6047,1956,A,5.54061,pubchem,625184,9606,EGFR,1260,OC1=CC(C[C@H](N)C(=O)O)=CC=C1O
ZRXLMNKNECMASW-YHMJCDSINA-N,CHEMBL84513,1956,A,5.17,chembl20,64454,9606,EGFR,1260,C=1(NC=2C=CC=CC2C1CCCC(O)=O)S
ZMBDLCDLIZXFHY-UHFFFAOYNA-N,CHEMBL1989518,1956,A,5.7,chembl20,809214,9606,EGFR,1260,O(C=1C=C(C=NC1)C=CC2=CC=NC=C2)CCN
ZGHQGWOETPXKLY-GAJRPKRDNA-N,5328803,1956,A,5.88273,pubchem,371170,9606,EGFR,1260,S=C(N)C(=CC1=CC(O)=C(O)C=C1)C#N
AZWQLJSYYIGLNC-UHFFFAOYNA-N,CHEMBL1929303,1956,A,5.29,chembl20,792378,9606,EGFR,1260,C1=CC(C2=NN=C(SCC3=CC=CC=C3)O2)=C(C=C1)F
BCBRJDZMKPNHMU-HCKMINDGNA-N,CHEMBL185637,1956,A,6.96,chembl20,305378,9606,EGFR,1260,C1=2C(=NC=NN1C=CC2)NC3=CC(Cl)=C(C=C3)F
BWXVBEQVOBGQHC-GPQMBLKYNA-N,CHEMBL51265,1956,A,7.29,chembl20,66590,9606,EGFR,1260,C=1(C=2C(=CN=CC2)N=CN1)NC=3C=C(Br)C=CC3
AHFDWKXLJCGQHE-GPQMBLKYNA-N,CHEMBL441083,1956,A,6.04,chembl20,63762,9606,EGFR,1260,C1(=C2C(C=CC=C2)=NC=N1)NC3=CC(C)=CC=C3
AEZICWXXUCODMN-KGCNKATMNA-N,CHEMBL1968850,1956,A,5.7,chembl20,809214,9606,EGFR,1260,ClC1=NN=C2NC=3C(NC(=O)C2=C1)=CC=CC3
CPGKMMMSMJKHDL-HCKMINDGNA-N,CHEMBL1682540,1956,A,5.7,chembl20,809214,9606,EGFR,1260,C1(=CC=C2C(=C1)C=NN2)C=3N=C4N(C3)C=CC=N4
CPXCUSISXFTYFB-UXBLZVDNNA-N,CHEMBL55994,1956,A,5.51,chembl20,159832,9606,EGFR,1260,C1(=CC(=CC=C1O)/C=C(/C(=O)C=2SC=CC2)\C#N)O
CFBADDSSFSYJPF-WYUMXYHSNA-N,CHEMBL2006933,1956,A,5.7,chembl20,809214,9606,EGFR,1260,S(C=1C(O)=C2C(=NC1)C3=C(C=C2)C=NC=C3)C
CJCSPKMFHVPWAR-RILOQBQWNA-N,38853,1956,A,5.28166,pubchem,625184,9606,EGFR,1260,OC(=O)[C@@](N)(CC=1C=C(O)C(O)=CC1)C
CKDGJQLBXUOVSI-ROUYVKNBNA-N,CHEMBL1964644,1956,A,5.7,chembl20,809214,9606,EGFR,1260,S1C(N(=O)=O)=CN=C1NC(=O)NCC2=CC=CC=C2
CGSZHEPJBCJZLG-JLGFQASFNA-N,CHEMBL75049,1956,A,5.72,chembl20,67042,9606,EGFR,1260,C12=C(NC(=C1C)C)N=CN=C2NC3=CC=CC=C3
DBKQWGCVGCVPIP-NLMIROKBNA-N,CHEMBL1973142,1956,A,5.7,chembl20,809214,9606,EGFR,1260,ClC1=C2C(NC(=O)C)=C(SC2=CC=C1Cl)C(=O)N
CZIGMBNEFWBEMD-RLKILGABNA-N,CHEMBL1990482,1956,A,5.7,chembl20,809214,9606,EGFR,1260,O=C(N)C1=C2NC(=NC2=CC=C1)C=3C=CN=CC3
CUGIQQYIIZWZGE-DDDHARAINA-N,CHEMBL592708,1956,A,5.24,chembl20,607148,9606,EGFR,1260,C1(=CC=C(/C=N/NC=2SC=C(N2)O)C=C1)OC
DVGOOYYUJBNLCS-YHMJCDSINA-N,CHEMBL55748,1956,A,5.0,chembl20,506208,9606,EGFR,1260,C=1C(=CC2=C(C1)NC(C2=C(C#N)C#N)=O)O
DMQAKAYWBRHCDT-GPQMBLKYNA-N,CHEMBL54475,1956,A,6.16,chembl20,66590,9606,EGFR,1260,C=1(C=2C(=NC=CC2)N=CN1)NC=3C=C(Br)C=CC3
GFAVMCPSQILRPK-SDKWDUJINA-N,875024,1956,A,5.13253,pubchem,1106449,9606,EGFR,1260,FC1=C(NC(=O)/C=C/C2=CC=CC=C2)C=CC=C1
FRZUSJCWOONEQS-UHFFFAOYNA-N,CHEMBL1088633,1956,A,5.0,chembl20,621754,9606,EGFR,1260,C1(=C(C=C2C(=C1)CCN=C2C3=CC=CC(=C3)Cl)Cl)OC
FQYJEKYABLWPHF-GUFOMDNBNA-N,CHEMBL592480,1956,A,6.25,chembl20,607148,9606,EGFR,1260,C1=CC(=C(/C=N/NC=2SC=C(N2)O)C=C1Cl)O
FVWANTDQRFSCAL-WYUMXYHSNA-N,616573,1956,A,6.49485,pubchem,66603,9606,EGFR,1260,N(CC1=CC=CC=C1)C=2N=CN=C3C2C=CC=C3
FSWFKKQQSQHIRZ-YAQRNVERNA-N,CHEMBL1985074,1956,A,5.7,chembl20,809214,9606,EGFR,1260,ClC1=C2C(=NC=3C1=CC(SC)=CC3)C(=O)NCC2
DILJFOSYSGEXSI-UQGCVWPUNA-N,CHEMBL590524,1956,A,5.13,chembl20,607148,9606,EGFR,1260,C1=C(C=C(/C=N/NC=2SC=C(N2)O)C=C1)Br
FAIHBCXQSBIRIL-UCMAGDEDNA-N,CHEMBL1958401,1956,A,5.7,chembl20,809214,9606,EGFR,1260,C=1C(=NC(=NC1O)NC2CCCCC2)C=3C=CN=CC3
DZIPQNPWTUXXSJ-YHSKDTNENA-N,CHEMBL1999556,1956,A,5.7,chembl20,809214,9606,EGFR,1260,S1C2=C(C(C=3C=CC=CC3)=CN=C2)C=C1C(=O)N
FIBGFEXSJVHZSG-GPQMBLKYNA-N,CHEMBL1970189,1956,A,5.7,chembl20,809214,9606,EGFR,1260,ClC=1C(C2C=3C(OC(=N)C2C#N)=NNC3C)=CC=CC1
FFFPNQJGIVIKKA-WYUMXYHSNA-N,CHEMBL2006580,1956,A,6.5,chembl20,809214,9606,EGFR,1260,ClC=1C2=C(SC1)N=CN=C2NC=3C=CC(O)=CC3
FKLXMLNUDVRAJG-SDKWDUJINA-N,CHEMBL1981977,1956,A,5.01,chembl20,922237,9606,EGFR,1260,ClC=1C(NC(=O)/C=C/C2=CC=CC=C2)=CC=CC1
BUAIGJRXIAKFCN-UHFFFAOYNA-N,CHEMBL485745,1956,A,6.07,chembl20,808853,9606,EGFR,1260,FC=1C=CC(=CC1)C2=NN3C=CC=CC3=C2C4=CC=NC=C4
BUMDIHXPDAJSFZ-YAQRNVERNA-N,CHEMBL2005528,1956,A,5.7,chembl20,809214,9606,EGFR,1260,O=C1NCCC=2C3=C(NC21)C=CC(=C3)C(OCC)=O
AHLNGYPZYMUEFB-FQFUPTBWNA-N,CHEMBL307026,1956,A,6.24,chembl20,67042,9606,EGFR,1260,C1=2C(=NC(=C1C)C)N=CNC2NC3=CC(C)=CC=C3
AEEPXYZNJPKDOX-MBMZYUKMNA-N,CHEMBL47660,1956,A,5.0,chembl20,67067,9606,EGFR,1260,C(=C/C=1C(=CC=C(C1)O)O)(\C(=O)N)/C#N
NBQRNBQWWDPYMC-GPQMBLKYNA-N,CHEMBL442749,1956,A,6.22,chembl20,67058,9606,EGFR,1260,C=1(C=2SC=CC2N=CN1)NC3=CC=4C=CNC4C=C3
MBZZMOBHTIEAEW-HCKMINDGNA-N,CHEMBL50027,1956,A,5.59,chembl20,63759,9606,EGFR,1260,C=12C(=NC=NC1C=NC(=N2)Cl)NC3=CC=CC=C3
YILRQOFYISHQCQ-UHFFFAOYNA-N,CHEMBL544770,1956,A,5.82,chembl20,63767,9606,EGFR,1260,C(CCN(C)C)(C=1C=CC(OCC=2C=CC=CC2)=CC1)=O
HEOTUKSOHVSEDI-GPQMBLKYNA-N,CHEMBL291496,1956,A,7.74,chembl20,66590,9606,EGFR,1260,C1=2C(=NC=NC1=CC=C(N2)Cl)NC3=CC(Br)=CC=C3
HHHWHXLLZCRLAO-GPQMBLKYNA-N,CHEMBL1984191,1956,A,7.3,chembl20,809214,9606,EGFR,1260,ClC1=CC(C2=NNC=C2C3=NC=NC=C3)=CC=C1Cl
HDEZJSLYUKYKAZ-DLGLGFIGNA-N,CHEMBL1975534,1956,A,5.7,chembl20,809214,9606,EGFR,1260,IC=1C=2C(N(C1)CC(O)C(O)CN)=NC=NC2N
INRKGYBFDKEDBW-UHFFFAOYNA-N,2322338,1956,A,6.45002,pubchem,1729,9606,EGFR,1260,O=C1N=C2C(=NCC1=NNC=3C=CC=CC3)C=C(C=C2)C
IFQICUARAXVEIQ-KGCNKATMNA-N,CHEMBL1977346,1956,A,5.7,chembl20,809214,9606,EGFR,1260,IC1=NN=C2NC=3C(NC(=O)C2=C1)=CC=CC3
IJRBJCMLWLFMIN-WYUMXYHSNA-N,CHEMBL2000568,1956,A,5.7,chembl20,809214,9606,EGFR,1260,O=C(C1=CC(C=2C=C3C(=NC2)NC=C3)=CC=C1)C
IICOBSWVOCCABZ-HCKMINDGNA-N,CHEMBL2001920,1956,A,5.8,chembl20,809214,9606,EGFR,1260,BrC1=CC2=C(C=3SC(S)=NC3O)C(=O)N=C2C=C1
IKDNMRVPNRIVPS-WYUMXYHSNA-N,CHEMBL345294,1956,A,7.96,chembl20,63756,9606,EGFR,1260,C=1(C=2SC=CC2N=CN1)NC=3C=C(Br)C=CC3
IHOZUQVCUARQLW-ADEMZGKBNA-N,CHEMBL590876,1956,A,5.33,chembl20,607148,9606,EGFR,1260,C=1(C=CC(/C=N/NC=2SC=C(N2)O)=CC1)O
GUMBHNMWKMFKRT-ZHLVXTBQNA-N,CHEMBL1974310,1956,A,5.7,chembl20,809214,9606,EGFR,1260,S1C2=C(C(C=3C=CC(F)=CC3)=CN=C2)C=C1C(=O)N
HANOGSNEKFKCMV-GPQMBLKYNA-N,CHEMBL37346,1956,A,5.26,chembl20,63785,9606,EGFR,1260,C1(=C2C(C=CC=C2)=NC=C1)NC=3C=C(Br)C=CC3
JFIOVJDNOJYLKP-UHFFFAOYNA-N,2406,1956,A,6.21183,pubchem,625184,9606,EGFR,1260,ClC1=C(O)C(SC=2C(O)=C(Cl)C=C(Cl)C2)=CC(Cl)=C1
IYOZTVGMEWJPKR-HCKMINDGNA-N,CHEMBL1994526,1956,A,5.7,chembl20,809214,9606,EGFR,1260,O=C(NC=1C=CN=CC1)C2CCC(CC2)C(N)C
JUAWTNMXJGPKET-OENXLSQZNA-N,CHEMBL415738,1956,A,9.0,chembl20,63756,9606,EGFR,1260,C=1(N=CN=C(C1)NCCO)NC=2C=C(C)C=CC2
IORJIPAMCFZHNF-UHFFFAOYNA-N,CHEMBL1929305,1956,A,5.82,chembl20,792378,9606,EGFR,1260,C1=CC(C2=NN=C(SCC3=CC=CC=C3)O2)=C(C=C1)N
JLSKRXIRKVRVCD-DDDHARAINA-N,CHEMBL592707,1956,A,5.49,chembl20,607148,9606,EGFR,1260,C1(=CC=C(/C=N/NC=2SC=C(N2)O)C=C1)C
HTWAXGHCHPIQLQ-UHFFFAOYNA-N,CHEMBL334334,1956,A,5.05,chembl20,63602,9606,EGFR,1260,C1(=C(C=CC(=C1)O)O)CNC2=CC(C(=O)OC)=CC=C2
IEMOICPYMPGBAD-GPQMBLKYNA-N,CHEMBL54788,1956,A,7.36,chembl20,66590,9606,EGFR,1260,C1=2C(=NC=NC1=CC=C(N2)F)NC3=CC(Br)=CC=C3
LDUNOFBTXWMVEY-UHFFFAOYNA-N,CHEMBL7339,1956,A,5.9,chembl20,67049,9606,EGFR,1260,C1(C=2C(=CC(=CC2O)OC)OC=C1C3=CC(Cl)=CC=C3)=O
LCYPRFCDTJTQPG-GPQMBLKYNA-N,CHEMBL117697,1956,A,7.3,chembl20,809214,9606,EGFR,1260,C1(=C2C(C=CC=C2)=NC=N1)NC3=CC(OC)=CC=C3
KXQSONXECJTULQ-GPQMBLKYNA-N,CHEMBL52665,1956,A,7.46,chembl20,66590,9606,EGFR,1260,C=1(C=2C(=CC=NC2)N=CN1)NC=3C=C(Br)C=CC3
JZSWBZHJDCDLHK-GAJRPKRDNA-N,CHEMBL504950,1956,A,5.7,chembl20,809214,9606,EGFR,1260,C1=C(N=C2C(C3=C(C(=NC=N3)N)S2)=C1C)C
KAICHBSRWFIESE-XWKXFZRBNA-N,CHEMBL2003286,1956,A,5.7,chembl20,809214,9606,EGFR,1260,S1C(C(=O)NC1=O)=CC=2C=C(OC)C(O)=CC2
KLOMJHRLJJRYDX-HCKMINDGNA-N,CHEMBL332096,1956,A,6.29,chembl20,66566,9606,EGFR,1260,C1=2C(=NC=NC1=CC=C(C2)N)NCC3=CC=CC=C3
KIJZNASQHHBSGG-GPQMBLKYNA-N,CHEMBL53311,1956,A,7.09,chembl20,63759,9606,EGFR,1260,C=12C(=NC=NC1C=NC(=N2)Cl)NC3=CC(Br)=CC=C3
MQUDAGONIFHBJH-GPQMBLKYNA-N,CHEMBL188304,1956,A,7.0,chembl20,454316,9606,EGFR,1260,C1=2C(=NC=NN1C=CC2C)NC3=CC(Cl)=C(C=C3)F
KQASNDUBXLWVEB-UHFFFAOYNA-N,CHEMBL123045,1956,A,5.27,chembl20,63769,9606,EGFR,1260,N(C1=CC(NCC2=C(C=CC(=C2)O)O)=CC=C1O)(=O)=O
LIVNIFJHXWIKNG-UHFFFAOYNA-N,CHEMBL468280,1956,A,5.7,chembl20,809214,9606,EGFR,1260,C1(=C(C=C2C(=C1)C(C=3C(=NOC3O)N2CC)=O)Cl)F
NKDPIBPNSMKOPN-UHFFFAOYNA-N,CHEMBL7827,1956,A,7.02,chembl20,67049,9606,EGFR,1260,C1(C=2C(=CC(=CC2O)O)OC=C1C3=CC(Cl)=CC=C3)=O
NOFICVMLKCZZHJ-UHFFFAOYNA-N,10085557,1956,A,6.22185,pubchem,69426,9606,EGFR,1260,OC=1C(CNC=2C=C(C(O)=CC2)C(OC)=O)=CC(O)=CC1
OKBOHUBQBRDHRI-LILDFLRNNA-N,CHEMBL544640,1956,A,5.68,chembl20,63756,9606,EGFR,1260,C=12NC=3C(C1N=CN=C2NC=4C=CC=CC4)=CC=CC3
OHLKBSAOSZPTFS-YAQRNVERNA-N,CHEMBL1682359,1956,A,5.7,chembl20,809214,9606,EGFR,1260,C=1(C=CC=2NN=CC2C1)C=3ON=C(C3)CCC
OIROINPIHKPYSK-GPQMBLKYNA-N,90645486,1956,A,6.99012,pubchem,1158369,9606,EGFR,1260,ClC=1C=CC(NC2=NC(=NC=3OC(=CC23)C)C)=CC1
OWXPWWRBBBGOLO-XWKXFZRBNA-N,CHEMBL1973098,1956,A,5.7,chembl20,809214,9606,EGFR,1260,S1C(C(=O)NC1=S)=CC=2C=C(OC)C(O)=CC2
OZKVSGPCVBCDPZ-UHFFFAOYNA-N,CHEMBL1986186,1956,A,5.7,chembl20,809214,9606,EGFR,1260,O=C1C(NC(C(C)(C)C)C)C(=NC=2C=CN=CC2)C1=O
OYJNWQXDNHJGEB-WYUMXYHSNA-N,CHEMBL335052,1956,A,5.7,chembl20,63790,9606,EGFR,1260,C12=C(N(C3=CC=CC=C3)C)NC=NC1=NC=N2
OROAFGSTGRDOFR-XQMQJMAZNA-N,CHEMBL1967564,1956,A,5.7,chembl20,809214,9606,EGFR,1260,O=C(NC1=NNC2=NC=3C(C=C21)=CC=CC3)CCC
MJMYCJSNBBYTCT-GPQMBLKYNA-N,CHEMBL89940,1956,A,6.11,chembl20,66586,9606,EGFR,1260,C1(=C2C(C=CC(=C2)N)=NC=N1)NC3=CC=CC=C3
MKQDXFSIJDBGRP-YHMJCDSINA-N,CHEMBL309765,1956,A,5.17,chembl20,64454,9606,EGFR,1260,N1(C(=C(CCC(O)=O)C2=C1C=CC=C2)S)C
PXXJZRMJQDMFOC-UQGCVWPUNA-N,CHEMBL589822,1956,A,5.66,chembl20,607148,9606,EGFR,1260,C1(=CC=C(/C=N/NC=2SC=C(N2)O)C=C1)F
PSXWUNUQIWYMMT-UHFFFAOYNA-N,CHEMBL136492,1956,A,5.08,chembl20,66566,9606,EGFR,1260,C1(=C2C(C=CC(=C2)N)=NC=N1)N(C3=CC=CC=C3)C
PJUVRETYCLPAFV-ZHLVXTBQNA-N,CHEMBL1971017,1956,A,5.7,chembl20,809214,9606,EGFR,1260,S1C2=C(C(C3=CC(F)=CC=C3)=CN=C2)C=C1C(=O)N
QBIWREUCGXFGJR-FQFUPTBWNA-N,CHEMBL73301,1956,A,5.92,chembl20,67042,9606,EGFR,1260,C1=2C(=NC(=C1C)C)N=CNC2NC3=CC(OC)=CC=C3
QVHFAUADDZADAN-WYUMXYHSNA-N,9794758,1956,A,6.29243,pubchem,241284,9606,EGFR,1260,OC=1C(=CC=C(NC2=NC=NN3C2=CC=C3)C1)C
QLNFJSVGCWPKCM-LILDFLRNNA-N,CHEMBL273116,1956,A,6.61,chembl20,468986,9606,EGFR,1260,N1=CC2=C(N=CN=C2C=C1Br)NC=3C(=CC=CC3)N
