SMILES,mol,MolWt,MolLogP,BertzCT,TPSA,MolMR,FractionCSP3,NumHDonors,NumHAcceptors,NumRotatableBonds,NumHeteroatoms,HeavyAtomCount,RingCount,NumAliphaticRings,NumAromaticRings,NumSaturatedRings,NumValenceElectrons,NumAmideBonds,NumBridgeheadAtoms,NumSpiroAtoms,qed,SA
Brc1ccc2[nH]nc(-c3ccccc3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5761c0>,273.13300000000004,3.9924000000000017,628.7325666252442,28.68,69.22970000000001,0.0,1,1,1,3,16,3,0,3,0,78,0,0,0,0.7130454721594232,1.8382129598000496
Cc1nc(NC2CCCCC2)c2c(C)c(C)nc-2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576210>,258.3689999999999,3.579360000000002,551.9177414885925,53.6,77.71140000000003,0.6,2,3,2,4,19,3,3,0,1,102,0,0,0,0.8653262166931666,2.6957720204475937
N#CC(C#N)C1=c2ccc(O)c(O)c2=CC1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576260>,212.20799999999997,0.09606000000000003,633.312163045005,88.04,56.22760000000002,0.16666666666666666,2,4,1,4,16,2,1,1,0,78,0,0,0,0.6458571162093866,3.8222631606630166
N#CC(C#N)=C(C#N)c1cc(O)cc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5762b0>,211.18,1.4221399999999997,546.4679553581283,111.83000000000001,53.530600000000014,0.0,2,5,1,5,16,1,0,1,0,76,0,0,0,0.6818907285775427,3.0667470442213194
N#CC(C#N)=C(C#N)c1cc(O)c(O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576300>,227.179,1.1277399999999995,587.8275706317089,132.06,55.195400000000014,0.0,3,6,1,6,17,1,0,1,0,82,0,0,0,0.4861315085975924,3.1148696587636335
Nc1ncnc2c1sc1ncnc(N)c12,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576350>,218.24499999999998,0.7988999999999999,660.5853661826735,103.6,59.33579999999999,0.0,2,7,0,7,15,3,0,3,0,74,0,0,0,0.5780005375286695,2.7580561957269936
Cn1cc(-c2ccncn2)c(-c2ccc(F)cc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5763a0>,254.26799999999997,2.6832000000000003,689.2250774340749,43.6,69.62800000000001,0.07142857142857142,0,4,2,5,19,3,0,3,0,94,0,0,0,0.7058299861910425,2.2256142582098306
Nc1ncnc2c1cnn2-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5763f0>,211.228,1.3977,629.1748946816314,69.62,61.07240000000002,0.0,1,5,1,5,16,3,0,3,0,78,0,0,0,0.6600764721604849,1.9992172151191987
Nc1[nH]nc2cccc(-c3ccc(Br)cc3)c12,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576440>,288.14799999999997,3.574600000000001,670.6973648267208,54.7,73.64210000000001,0.0,2,2,1,4,17,3,0,3,0,84,0,0,0,0.718813900266371,2.190664698010101
CSc1c[nH]c2ncnc(NCCCO)c12,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576490>,238.31599999999995,1.4741,470.7870108169897,73.83,65.86220000000002,0.4,3,5,5,6,16,2,0,2,0,86,0,0,0,0.5431926882461684,2.8568264017697373
O=C(O)CCc1c(S)[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5764e0>,221.28100000000003,2.4738000000000007,504.2572725125965,53.089999999999996,61.50750000000002,0.18181818181818182,3,2,3,4,15,2,0,2,0,78,0,0,0,0.6972988097171878,2.373808942979741
c1ccc(Nc2ncnc3ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576530>,221.26300000000003,3.373400000000001,629.7982687400608,37.81,69.26270000000004,0.0,1,3,2,3,17,3,0,3,0,82,0,0,0,0.7205120971213768,1.5881254053699667
O=C1Nc2ccccc2Nc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576580>,210.236,2.9959000000000007,563.3639816631958,41.13,64.11990000000002,0.0,2,2,0,3,16,3,1,2,0,78,1,0,0,0.7013882665837134,1.90382899907992
Cc1cc(C=C(C#N)C#N)cc(O)c1O,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5765d0>,200.197,1.836780000000001,465.2948110431299,88.04,53.71160000000002,0.09090909090909091,2,4,1,4,15,1,0,1,0,74,0,0,0,0.5343412931042563,2.8368027341885327
Brc1cnc2[nH]cc(-c3ccccc3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576620>,273.13300000000004,3.9924000000000017,628.7325666252442,28.68,69.22970000000002,0.0,1,1,1,3,16,3,0,3,0,78,0,0,0,0.7130454721594232,1.9998152511257459
Clc1csc2ncnc(Nc3ccccc3)c12,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576670>,261.7370000000001,4.088300000000002,651.1644406893497,37.81,72.14970000000002,0.0,1,4,2,5,17,3,0,3,0,84,0,0,0,0.7550547010326163,2.1666121203020943
COc1ccc(-c2cnc3c(Br)cnn3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5766c0>,304.147,3.1674000000000015,691.0277804640319,39.42,72.67500000000003,0.07692307692307693,0,4,2,5,18,3,0,3,0,90,0,0,0,0.7298139482883765,2.2068231182996065
NC(=O)c1sc2c(Br)ccc(Cl)c2c1N,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576710>,305.58400000000006,2.9983000000000004,566.7279531236937,69.11,67.4653,0.0,2,3,1,6,15,2,0,2,0,78,1,0,0,0.850073293022941,2.6553246572654565
Cc1nc2c(sc3c(Br)ccc(Cl)c32)c(=O)o1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576760>,330.5900000000001,4.127020000000002,808.4282096563993,43.1,73.10900000000001,0.09090909090909091,0,4,0,6,17,3,0,3,0,86,0,0,0,0.6223178372978309,2.9692525065541417
CCCCCCCCCCCCCCCC[n+]1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5767b0>,304.5419999999999,6.455400000000006,319.9388418843404,3.88,96.94900000000008,0.7619047619047619,0,0,15,1,22,1,0,1,0,126,0,0,0,0.2586149443943418,2.101674297795597
Cc1ccc(Br)c2c(C#N)cc(C(=O)C3CC3)n12,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576800>,303.1590000000001,3.4746000000000024,704.6327829222549,45.269999999999996,71.60350000000001,0.2857142857142857,0,3,2,4,18,3,1,2,1,90,0,0,0,0.797378804071217,2.9705303396496863
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576850>,291.37600000000003,1.2187999999999999,701.9357259714062,62.300000000000004,77.98850000000004,0.35714285714285715,1,4,2,6,20,3,1,2,1,106,0,0,0,0.9034566339582102,2.2119470951261864
N#CC(C#N)=C(C#N)c1ccc(O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5768a0>,211.18,1.4221399999999997,566.7179553581282,111.83000000000001,53.530600000000014,0.0,2,5,1,5,16,1,0,1,0,76,0,0,0,0.5384395428892961,2.9053620710549506
Oc1cc2cc(-c3ccncc3)cnc2cc1O,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5768f0>,238.24599999999998,2.7080000000000006,711.5658356166733,66.24000000000001,68.30360000000002,0.0,2,4,1,4,18,3,0,3,0,88,0,0,0,0.6395398063693172,2.213487911199014
Oc1nc2cc(-c3ccccc3)cnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576940>,211.22400000000002,2.330499999999999,631.063845450261,61.800000000000004,60.989500000000014,0.0,2,3,1,4,16,3,0,3,0,78,0,0,0,0.6489581920040653,2.3073353820586444
O=S1(=O)N=S(c2ccc(Br)cc2)c2ccncc21,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576990>,343.2270000000001,2.766300000000001,754.8676098417682,59.39,71.88980000000002,0.0,0,3,1,7,18,3,1,2,0,92,0,0,0,0.8000023753824878,3.9806723430651196
N#CC(C#N)C(=O)c1cc(O)c(O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5769e0>,218.168,0.6494599999999997,487.5961714783118,125.34000000000002,50.482900000000015,0.1,3,6,2,6,16,1,0,1,0,80,0,0,0,0.49383560465691323,3.067102321502178
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576a30>,197.18999999999997,0.052200000000000135,350.6652327975252,103.78000000000002,49.08680000000002,0.2222222222222222,4,4,3,5,14,1,0,1,0,76,0,0,0,0.5125069246930146,2.427137502765344
O=C(O)CCCc1c(S)[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576a80>,235.30800000000005,2.863900000000001,518.7131593863585,53.089999999999996,66.12450000000003,0.25,3,2,4,4,16,2,0,2,0,84,0,0,0,0.7136497846229213,2.378671552271408
NCCOc1cncc(C=Cc2ccncc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576ad0>,241.294,1.9844999999999997,511.45737050846503,61.03,71.95140000000004,0.14285714285714285,1,4,5,4,18,2,0,2,0,92,0,0,0,0.86915645917453,2.3677794317974303
N#CC(=Cc1ccc(O)c(O)c1)C(N)=S,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576b20>,220.253,1.2908799999999998,474.800999393494,90.27,60.14700000000001,0.0,3,4,2,5,15,1,0,1,0,76,0,0,0,0.30222067015785953,2.5652138880346858
Fc1ccccc1-c1nnc(SCc2ccccc2)o1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576b70>,286.331,4.168000000000003,699.857951039114,38.92,75.69500000000004,0.06666666666666667,0,4,4,5,20,3,0,3,0,100,0,0,0,0.6747746426851157,1.8689908931750114
Fc1ccc(Nc2ncnn3cccc23)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576bc0>,262.675,3.2654000000000014,710.1188342933757,42.22,67.67970000000001,0.0,1,4,2,6,18,3,0,3,0,90,0,0,0,0.7707196651611228,2.269524893447537
Brc1cccc(Nc2ncnc3cnccc23)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff5feff7b0>,301.14700000000005,3.530900000000001,693.895858733764,50.7,74.7577,0.0,1,4,2,5,18,3,0,3,0,88,0,0,0,0.7864226288611571,2.114637777225587
Cc1cccc(Nc2ncnc3ccccc23)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff5feff800>,235.29000000000005,3.681820000000002,686.643328633307,37.81,73.99970000000003,0.06666666666666667,1,3,2,3,18,3,0,3,0,88,0,0,0,0.7358570151080391,1.7117669499396655
O=C1Nc2ccccc2Nc2nnc(Cl)cc21,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576c10>,246.65699999999998,2.4392999999999994,614.1704680939256,66.91,64.71990000000001,0.0,2,4,0,6,17,3,1,2,0,84,1,0,0,0.7492839235898866,2.6557004907887514
c1cnc2nc(-c3ccc4[nH]ncc4c3)cn2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576c60>,235.25000000000003,2.2725999999999997,809.4748870792727,58.870000000000005,68.0747,0.0,1,4,1,5,18,4,0,4,0,86,0,0,0,0.5502586459782554,2.5127692721457606
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1cccs1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576cb0>,271.29699999999997,2.949180000000001,681.2117941138305,81.32,72.01110000000001,0.0,2,5,3,5,19,2,0,2,0,94,0,0,0,0.3890013883060667,2.4394199159483207
CSc1cnc2c(ccc3cnccc32)c1O,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576d00>,242.303,3.210500000000001,712.1733499681345,46.010000000000005,70.48980000000002,0.07692307692307693,1,4,1,4,17,3,0,3,0,84,0,0,0,0.525483671040586,2.607733457821718
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576d50>,211.21699999999998,0.4423000000000001,387.0088201517134,103.78000000000002,53.703800000000015,0.3,4,4,3,5,15,1,0,1,0,82,0,0,0,0.5430485662212737,2.7489628169422122
O=C(NCc1ccccc1)Nc1ncc([N+](=O)[O-])s1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576da0>,278.293,2.373,584.6360508080267,97.16,71.06880000000001,0.09090909090909091,2,5,4,8,19,2,0,2,0,98,2,0,0,0.662334352605951,2.0852668922424655
Cc1[nH]c2ncnc(Nc3ccccc3)c2c1C,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576df0>,238.294,3.318340000000001,685.5854153932232,53.6,73.08740000000003,0.14285714285714285,2,3,2,4,18,3,0,3,0,90,0,0,0,0.7197184804076177,2.220181994039251
CC(=O)Nc1c(C(N)=O)sc2ccc(Cl)c(Cl)c12,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576e40>,303.17,3.2654000000000005,666.597231977204,72.19,74.66660000000002,0.09090909090909091,2,3,2,7,18,2,0,2,0,94,2,0,0,0.8934121024832659,2.4257135029149914
NC(=O)c1cccc2nc(-c3ccncc3)[nH]c12,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576e90>,238.25,1.7237999999999998,718.1942655671559,84.66,67.84260000000002,0.0,2,3,2,5,18,3,0,3,0,88,1,0,0,0.7124758339009479,2.2270251893055235
COc1ccc(/C=N/Nc2nc(O)cs2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576ee0>,249.29500000000002,2.3033,507.69002460357075,66.74,67.98950000000002,0.09090909090909091,2,6,4,6,17,2,0,2,0,88,0,0,0,0.644226754980495,2.349610066926898
N#CC(C#N)=C1C(=O)Nc2ccc(O)cc21,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576f30>,211.18,1.14506,586.6361820579168,96.91000000000001,54.88250000000001,0.0,2,4,0,5,16,2,1,1,0,76,1,0,0,0.38174572093344633,2.8175484753483317
Brc1cccc(Nc2ncnc3ncccc23)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e576f80>,301.14700000000005,3.530900000000001,693.895858733764,50.7,74.7577,0.0,1,4,2,5,18,3,0,3,0,88,0,0,0,0.7864226288611571,2.0945059920296494
O=C(/C=C/c1ccccc1)Nc1ccccc1F,<rdkit.Chem.rdchem.Mol object at 0x7fff5e573030>,241.26500000000001,3.4776000000000016,563.7161016480987,29.1,70.50570000000002,0.0,1,1,3,3,18,2,0,2,0,90,1,0,0,0.8188445218192157,1.5861240058735717
COc1cc2c(cc1Cl)C(c1cccc(Cl)c1)=NCC2,<rdkit.Chem.rdchem.Mol object at 0x7fff5e573080>,306.19200000000006,4.395500000000002,694.8713823028047,21.59,83.66600000000004,0.1875,0,2,2,4,20,3,1,2,0,102,0,0,0,0.8058313963035492,2.268834014014919
Oc1csc(N/N=C/c2cc(Cl)ccc2O)n1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5730d0>,269.713,2.653700000000001,556.2340806264084,77.74,68.1123,0.0,3,6,3,7,17,2,0,2,0,88,0,0,0,0.5912652613222181,2.675010812609788
c1ccc(CNc2ncnc3ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e573120>,235.29000000000002,3.241900000000001,644.7141823355163,37.81,73.30670000000003,0.06666666666666667,1,3,3,3,18,3,0,3,0,88,0,0,0,0.7569144577736235,1.6269538875303766
CSc1ccc2nc3c(c(Cl)c2c1)CCNC3=O,<rdkit.Chem.rdchem.Mol object at 0x7fff5e573170>,278.764,2.8960000000000017,656.9715697050473,41.99,74.57120000000002,0.23076923076923078,1,3,1,5,18,3,1,2,0,92,1,0,0,0.8158050142734654,2.7322995888878427
Oc1csc(N/N=C/c2cccc(Br)c2)n1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5731c0>,298.165,3.057200000000001,512.2701785688159,57.51,69.13750000000002,0.0,2,5,3,6,16,2,0,2,0,82,0,0,0,0.676119457796499,2.569958174344988
Oc1cc(-c2ccncc2)nc(NC2CCCCC2)n1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e573210>,270.33599999999996,2.9888000000000003,567.3411260177211,70.93,77.42350000000003,0.4,2,5,3,5,20,3,1,2,1,104,0,0,0,0.8967839337071137,2.319084765404476
NC(=O)c1cc2c(-c3ccccc3)cncc2s1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e573260>,254.31400000000002,3.0622000000000016,718.9970129941835,55.980000000000004,73.57390000000002,0.0,1,3,2,4,18,3,0,3,0,88,1,0,0,0.7637242730102001,2.1854574378262352
Cc1[nH]nc2c1C(c1ccccc1Cl)C(C#N)C(=N)O2,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5732b0>,286.722,3.0128700000000013,731.0154010406696,85.55,74.07740000000001,0.21428571428571427,2,4,1,6,20,3,1,2,0,100,0,0,0,0.8447098748557079,3.8089298403878935
Oc1ccc(Nc2ncnc3scc(Cl)c23)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e573300>,277.736,3.7939000000000016,696.1139467912122,58.04,73.81450000000001,0.0,2,5,2,6,18,3,0,3,0,90,0,0,0,0.6997789430848926,2.3163461952226836
O=C(/C=C/c1ccccc1)Nc1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7fff5e573350>,257.72,3.991900000000002,563.7161016480987,29.1,75.55770000000003,0.0,1,1,3,3,18,2,0,2,0,90,1,0,0,0.8278881090332683,1.5780346567611456
Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5733a0>,289.31300000000005,4.202400000000003,927.6336884992108,30.19,83.81700000000001,0.0,0,3,2,4,22,4,0,4,0,106,0,0,0,0.5533010150336306,2.1110381500861646
CCOC(=O)c1ccc2[nH]c3c(c2c1)CCNC3=O,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5733f0>,258.277,1.6304999999999998,672.6260679927732,71.19,70.29240000000003,0.2857142857142857,2,3,2,5,19,3,1,2,0,98,1,0,0,0.8041609038136314,2.349566892242466
Cc1cccc(Nc2[nH]cnc3nc(C)c(C)c2-3)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e573440>,252.321,3.5783600000000018,699.3810169980501,53.6,76.94040000000001,0.2,2,3,2,4,19,3,2,1,0,96,0,0,0,0.7326207183867564,2.6746002255757997
N#C/C(=C\c1cc(O)ccc1O)C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7fff5e573490>,204.18499999999997,0.4900800000000001,472.0461118913305,107.34,52.55600000000001,0.0,3,4,2,5,15,1,0,1,0,76,1,0,0,0.3698127948017662,2.500503888034686
c1nc(Nc2ccc3[nH]ccc3c2)c2sccc2n1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5734e0>,266.329,3.9162000000000017,861.7844330989932,53.6,78.99640000000002,0.0,2,4,2,5,19,4,0,4,0,92,0,0,0,0.5779598705552143,2.414254611540711
Clc1ncc2ncnc(Nc3ccccc3)c2n1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e573530>,257.684,2.8168000000000006,686.3723845865077,63.59,69.86270000000002,0.0,1,5,2,6,18,3,0,3,0,88,0,0,0,0.7154214806893806,2.202654903495544
CN(C)CCC(=O)c1ccc(OCc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e573580>,283.371,3.400000000000002,561.532014598637,29.540000000000003,84.71750000000006,0.2777777777777778,0,3,7,3,21,2,0,2,0,110,0,0,0,0.7293911066098199,1.6463166973552479
Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,<rdkit.Chem.rdchem.Mol object at 0x7fff5e5735d0>,335.59200000000004,4.184300000000001,747.5447804955262,50.7,79.76770000000002,0.0,1,4,2,6,19,3,0,3,0,94,0,0,0,0.7136576846072414,2.22682516730074
