SMILES,mol,MolWt,MolLogP,BertzCT,TPSA,MolMR,FractionCSP3,NumHDonors,NumHAcceptors,NumRotatableBonds,NumHeteroatoms,HeavyAtomCount,RingCount,NumAliphaticRings,NumAromaticRings,NumSaturatedRings,NumValenceElectrons,NumAmideBonds,NumBridgeheadAtoms,NumSpiroAtoms,qed,SA
CC1NC(N)=Nc2ccc(Cl)c(Cl)c21,<rdkit.Chem.rdchem.Mol object at 0x7fff607a63f0>,230.09799999999998,2.6038000000000006,414.76324818402065,50.41,59.29510000000001,0.2222222222222222,2,3,0,5,14,2,1,1,0,74,0,0,0,0.7191569176935318,3.5982306201742498
CC1N=C(N)Nc2ccc(Cl)c(Cl)c21,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6440>,230.09799999999998,2.7946,414.76324818402065,50.41,60.12210000000001,0.2222222222222222,2,3,0,5,14,2,1,1,0,74,0,0,0,0.7194112758386702,3.431435478473846
CCCN(CCC)C1CCc2ccccc2C1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6490>,231.38299999999998,3.6659000000000024,339.13334470511876,3.24,74.41000000000005,0.625,0,1,5,1,17,2,1,1,0,94,0,0,0,0.7471781521592201,2.508000735962428
COc1ccc2[nH]cc(CCN)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a64e0>,190.24599999999995,1.6777,433.7801939429931,51.04,57.60910000000002,0.2727272727272727,2,2,3,3,14,2,0,2,0,74,0,0,0,0.7732205992409943,1.929035970307524
CCc1ccc2[nH]cc(CCN)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6530>,188.27399999999994,2.2315000000000005,428.8143917393495,41.81,60.43510000000003,0.3333333333333333,2,1,3,2,14,2,0,2,0,74,0,0,0,0.7616649937117083,2.0348898164613693
FC(F)(F)c1cccc(C2CNCCO2)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6580>,231.21699999999996,2.3663,358.49246211773345,21.259999999999998,53.00670000000003,0.45454545454545453,1,2,1,5,16,2,1,1,1,88,0,0,0,0.8007284549252629,2.755042315498459
Clc1cccc(Cl)c1NC1=NCCN1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a65d0>,230.09799999999998,2.3644999999999996,356.0698580865507,36.42,60.38940000000001,0.2222222222222222,2,3,1,5,14,2,1,1,0,74,0,0,0,0.7764264211073744,2.4498071241536774
CN(C)CCSc1nc2ccccc2s1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6620>,238.38100000000003,2.950000000000001,403.8354714704779,16.130000000000003,68.89800000000004,0.36363636363636365,0,4,4,4,15,2,0,2,0,80,0,0,0,0.7619051093092223,2.0870587001992646
CC(N)Cc1c[nH]c2ccc(O)cc12,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6670>,190.24599999999998,1.7631999999999999,445.48429933395767,62.040000000000006,57.316900000000025,0.2727272727272727,3,2,2,3,14,2,0,2,0,74,0,0,0,0.6753644227873138,2.59152685187777
CCN(CC)CCc1c[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7fff607a66c0>,216.328,3.052200000000001,440.6869968235185,19.03,69.79070000000004,0.42857142857142855,1,1,5,2,16,2,0,2,0,86,0,0,0,0.813565368176191,1.9022755656493366
Brc1ccccc1OCC1=NCCN1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6710>,255.11499999999995,1.8295999999999994,351.7301643637959,33.62,59.94170000000002,0.3,1,3,3,4,14,2,1,1,0,74,0,0,0,0.8934466730661207,2.4412393098947653
CC1NC(N)=Nc2c(Cl)ccc(Cl)c21,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6760>,230.098,2.6038000000000006,414.76324818402077,50.41,59.29510000000001,0.2222222222222222,2,3,0,5,14,2,1,1,0,74,0,0,0,0.719156917693532,3.64479013434429
CC1N=C(N)Nc2c(Cl)ccc(Cl)c21,<rdkit.Chem.rdchem.Mol object at 0x7fff607a67b0>,230.098,2.7946,414.76324818402077,50.41,60.12210000000001,0.2222222222222222,2,3,0,5,14,2,1,1,0,74,0,0,0,0.7194112758386702,3.4881646282714165
CNC1=Nc2cccc(Cl)c2C(C)N1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6800>,209.67999999999998,2.2111,386.95354262422853,36.42,59.157400000000024,0.3,2,3,0,4,14,2,1,1,0,74,0,0,0,0.6875840546007488,3.51518957377126
CNC1=NC(C)c2c(Cl)cccc2N1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6850>,209.68,2.4018999999999995,386.95354262422865,36.42,59.98440000000002,0.3,2,3,0,4,14,2,1,1,0,74,0,0,0,0.6886368007242841,3.3668191595700767
CCC1NC(N)=Nc2cccc(Cl)c21,<rdkit.Chem.rdchem.Mol object at 0x7fff607a68a0>,209.68,2.3405000000000005,386.9535426242286,50.41,58.90210000000002,0.3,2,3,1,4,14,2,1,1,0,74,0,0,0,0.7461406493447822,3.4589706388600163
CCC1N=C(N)Nc2cccc(Cl)c21,<rdkit.Chem.rdchem.Mol object at 0x7fff607a68f0>,209.68,2.5313000000000008,386.9535426242286,50.41,59.72910000000002,0.3,2,3,1,4,14,2,1,1,0,74,0,0,0,0.7469915933897159,3.4056877986233314
CC(=O)c1ccc2[nH]cc(CCN)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6940>,202.25699999999995,1.8717,499.29147030895285,58.879999999999995,61.06160000000002,0.25,2,2,3,3,15,2,0,2,0,78,0,0,0,0.7463397079880971,2.036856195726994
CNC1=NC(C)c2c(ccc(Cl)c2Cl)N1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6990>,244.125,3.055300000000001,428.92083189817583,36.42,64.99440000000001,0.3,2,3,0,5,15,2,1,1,0,80,0,0,0,0.7353479261557774,3.5289570152392233
CCCOc1ccc2[nH]cc(CCN)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a69e0>,218.29999999999995,2.4579000000000004,461.90057543002916,51.04,66.84310000000004,0.38461538461538464,2,2,5,3,16,2,0,2,0,86,0,0,0,0.809560339638103,2.013345799763048
CN(C)CCc1c[nH]c2ccc(O)cc12,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6a30>,204.273,1.9776,459.59010069133717,39.260000000000005,62.22150000000003,0.3333333333333333,2,2,3,3,15,2,0,2,0,80,0,0,0,0.8020662375938549,2.124749602320401
CCNC(C)Cc1cccc(S(F)(F)(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6a80>,289.313,4.884500000000003,427.67280219552765,12.03,64.68170000000002,0.45454545454545453,1,1,5,7,18,1,0,1,0,106,0,0,0,0.7613610577487532,3.5190749617230583
NC1=NCc2c(ccc(Cl)c2Cl)N1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6ad0>,216.071,2.2335999999999996,387.22068349796655,50.41,55.411100000000005,0.125,2,3,0,5,13,2,1,1,0,68,0,0,0,0.6980706419735498,2.976282057701134
NC1=Nc2ccc(Cl)c(Cl)c2CN1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6b20>,216.07099999999997,2.0427999999999997,387.22068349796655,50.41,54.58410000000001,0.125,2,3,0,5,13,2,1,1,0,68,0,0,0,0.6966328565956248,3.168889750008826
c1ccc2c(N3CCNCC3)cccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6b70>,212.296,2.2494000000000005,481.56425296692333,15.27,69.03070000000002,0.2857142857142857,1,2,1,2,16,3,1,2,1,82,0,0,0,0.7796454304801913,1.764937898425254
CCCN1CCC2c3cccc(O)c3CCC21,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6bc0>,231.33899999999997,2.9063000000000017,415.38288865965,23.47,69.43780000000005,0.6,1,2,2,2,17,3,2,1,1,92,0,0,0,0.8456644814012428,3.135278743006557
CC1N=C(N)Nc2cccc(Cl)c21,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6c10>,195.653,2.1412000000000004,373.12260551357855,50.41,55.11210000000002,0.2222222222222222,2,3,0,4,13,2,1,1,0,68,0,0,0,0.6666127150117475,3.254435128620493
CC1NC(N)=Nc2cccc(Cl)c21,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6c60>,195.653,1.9504000000000001,373.12260551357855,50.41,54.28510000000002,0.2222222222222222,2,3,0,4,13,2,1,1,0,68,0,0,0,0.6650335641047487,3.458754359389723
C[C@@H](N)Cn1ncc2ccc(O)cc21,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6cb0>,191.23399999999998,1.0890999999999997,447.56387868793087,64.07000000000001,55.047200000000025,0.3,2,4,2,4,14,2,0,2,0,74,0,0,0,0.7464076701724591,2.91084756193694
C[C@H](N)Cn1ncc2ccc(O)cc21,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6d00>,191.23399999999998,1.0890999999999997,447.56387868793087,64.07000000000001,55.047200000000025,0.3,2,4,2,4,14,2,0,2,0,74,0,0,0,0.7464076701724591,2.91084756193694
c1ccc2nc(N3CCNCC3)ccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6d50>,213.284,1.6443999999999999,489.25661803773227,28.160000000000004,66.82570000000003,0.3076923076923077,1,3,1,3,16,3,1,2,1,82,0,0,0,0.7803158809534644,1.916080206117563
NCCC1COc2ccc(C(N)=O)cc21,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6da0>,206.24499999999998,0.6103000000000002,388.17435329557674,78.34,56.86730000000002,0.36363636363636365,2,3,3,4,15,2,1,1,0,80,1,0,0,0.7601383255425116,2.8577273985144824
CC(N)Cc1cccc(S(F)(F)(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6df0>,261.2589999999999,4.233700000000002,396.833529508684,26.02,55.192400000000006,0.3333333333333333,1,1,3,7,16,1,0,1,0,94,0,0,0,0.8092820199451893,3.611207643828667
CCC1N=C(N)Nc2ccc(Cl)c(Cl)c21,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6e40>,244.125,3.1847000000000003,428.9208318981758,50.41,64.73910000000001,0.3,2,3,1,5,15,2,1,1,0,80,0,0,0,0.7965057164049781,3.5262620809052647
COc1cc(C[C@@H](C)N)c(OC)cc1I,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6e90>,321.158,2.1981,339.6049607753009,44.480000000000004,69.61640000000003,0.45454545454545453,1,3,4,4,15,1,0,1,0,84,0,0,0,0.8649335012315389,2.6993554204925054
Cc1noc(-c2ccc3[nH]cc(CCN)c3c2)n1,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6ee0>,242.28199999999995,2.027519999999999,683.1756503798509,80.73,69.08610000000002,0.23076923076923078,2,4,3,5,18,3,0,3,0,92,0,0,0,0.735944876693463,2.339477260311442
CNCCc1c[nH]c2ccc(C(C)(C)C)cc12,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6f30>,230.35499999999996,3.2273000000000023,503.1064437578133,27.82,74.62940000000005,0.4666666666666667,2,1,3,2,17,2,0,2,0,92,0,0,0,0.8321625339136537,2.169961180858559
c1cnc2c(c1)nc(N1CCNCC1)c1cccn12,<rdkit.Chem.rdchem.Mol object at 0x7fff607a6f80>,253.30899999999997,1.2920999999999998,726.8634341750968,45.46000000000001,75.57570000000003,0.2857142857142857,1,5,1,5,19,4,1,3,1,96,0,0,0,0.7096358535651733,2.4466060285447604
CCCN(CCC)C1CCc2cccc(O)c2C1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d030>,247.38199999999998,3.371500000000002,382.68339219242085,23.47,76.07480000000005,0.625,1,2,5,2,18,2,1,1,0,100,0,0,0,0.8620217161645692,2.783153791028921
Fc1ccc(Oc2ccccc2C2CCNCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d080>,271.335,4.085000000000003,561.4576166505931,21.259999999999998,77.76070000000004,0.29411764705882354,1,2,3,3,20,3,1,2,1,104,0,0,0,0.9076727563056473,1.9290034094722728
CN(C)CC(O)COc1cccc2[nH]ccc12,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d0d0>,234.299,1.4691999999999998,478.97912746303683,48.49,68.35450000000003,0.38461538461538464,2,3,5,4,17,2,0,2,0,92,0,0,0,0.8233007590855826,2.667131191221454
Cn1cc(CCN)c2c3c(ccc21)OCCC3,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d120>,230.31099999999998,2.0045,556.8378185949961,40.18,69.49340000000004,0.42857142857142855,1,3,2,3,17,3,1,2,0,90,0,0,0,0.8568947653359316,2.5926439758750934
Oc1nc2cccc3c2n1CC(NCC1CC1)C3,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d170>,243.30999999999992,1.6662,600.3500656722641,50.080000000000005,69.61650000000003,0.5,2,4,3,4,18,4,2,2,1,94,0,0,0,0.8617768883171846,3.3102966034201486
COc1ccc2[nH]c(C)c(CCN(C)C)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d1c0>,232.32699999999997,2.5890200000000005,514.1617212852981,28.259999999999998,71.84570000000004,0.42857142857142855,1,2,4,3,17,2,0,2,0,92,0,0,0,0.8772844299527793,2.078435157945302
CCCN(CCC)C1CCc2ccc(O)cc2C1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d210>,247.38199999999998,3.371500000000002,382.68339219242085,23.47,76.07480000000005,0.625,1,2,5,2,18,2,1,1,0,100,0,0,0,0.8620217161645692,2.7340895376352563
CN(C)CCc1c[nH]c2cc(F)cc(O)c12,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d260>,222.26299999999998,2.1167000000000002,504.9332238726617,39.260000000000005,62.179500000000026,0.3333333333333333,2,2,3,4,16,2,0,2,0,86,0,0,0,0.8345529585774059,2.5007012725511295
CN1CCN(c2nc3sccc3n3cccc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d2b0>,272.37700000000007,2.3007999999999997,721.2837753495983,23.78,80.28500000000004,0.35714285714285715,0,5,1,5,19,4,1,3,1,98,0,0,0,0.6790063511510733,2.578633009458583
COc1ccc2[nH]cc(CCN(C)C)c2c1F,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d300>,236.28999999999994,2.4197000000000006,519.3589738582704,28.259999999999998,67.06670000000003,0.38461538461538464,1,2,4,4,17,2,0,2,0,92,0,0,0,0.8826686057468632,2.3721798387963666
CCCN(CCC)CC1COc2cccc(OC)c2C1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d350>,277.408,3.3683000000000023,399.2010728890135,21.700000000000003,82.70500000000006,0.6470588235294118,0,3,7,3,20,2,1,1,0,112,0,0,0,0.7625007526141904,2.8574828339221323
COc1ccc2ccc(N3CCNCC3)cc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d3a0>,242.32199999999995,2.258,547.184940626013,24.5,75.58270000000003,0.3333333333333333,1,3,2,3,18,3,1,2,1,94,0,0,0,0.8739202987657225,1.9167135391994616
CCCCCCCC(O)CCc1ccc(O)c(OC)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d3f0>,280.408,4.054800000000004,376.4979077872166,49.69,82.36260000000006,0.6470588235294118,2,3,10,3,20,1,0,1,0,114,0,0,0,0.6355224674998846,2.4050977124646433
CCCN(CCC)CCc1cccc2[nH]c(O)cc12,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d440>,260.38100000000003,3.538000000000002,512.4433321504404,39.260000000000005,80.68950000000004,0.5,2,2,7,3,19,2,0,2,0,104,0,0,0,0.7989866910146455,2.4417027896783647
COc1ccc2[nH]cc(CCN3CCCC3)c2c1F,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d490>,262.3279999999999,2.9539000000000017,572.7744163315915,28.259999999999998,74.18670000000003,0.4666666666666667,1,2,4,4,19,3,1,2,1,102,0,0,0,0.9172388614664947,2.276673838629412
c1ccc(N2CCN(CC3CCCCN3)C2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d4e0>,245.36999999999998,1.9081999999999997,359.2612802868859,18.509999999999998,75.86970000000005,0.6,1,3,3,3,18,3,2,1,2,98,0,0,0,0.877349793744273,2.7557441379369134
CN(C)CCSc1cccc(C2CCCCC2)n1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d530>,264.43799999999993,3.783000000000003,359.26616352106794,16.130000000000003,79.34100000000005,0.6666666666666666,0,3,5,3,18,2,1,1,1,100,0,0,0,0.7529078801851632,2.4177958993646946
c1ccc(OC2CC2)c(OCC2=NCCN2)c1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d580>,232.28299999999996,1.6082999999999996,427.1825683848336,42.85,65.89170000000004,0.46153846153846156,1,4,5,4,17,3,2,1,1,90,0,0,0,0.8383156212602173,2.430240120302095
CC1NC(NCC(F)F)=Nc2cccc(Cl)c21,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d5d0>,259.687,2.846400000000001,448.3427257630813,36.42,64.10440000000003,0.36363636363636365,2,3,2,6,17,2,1,1,0,92,0,0,0,0.8568789051108491,3.6663388835291464
COc1c(Cl)ccc2c1C(C)NC(N)=N2,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d620>,225.679,1.9589999999999996,430.9208318981758,59.64,60.837100000000014,0.3,2,4,1,5,15,2,1,1,0,80,0,0,0,0.7682881731455881,3.5806470715244014
COc1c(Cl)ccc2c1C(C)N=C(N)N2,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d670>,225.679,2.1498,430.9208318981758,59.64,61.66410000000001,0.3,2,4,1,5,15,2,1,1,0,80,0,0,0,0.7700897921313182,3.4260564523874413
c1cc(OCCCNC2CCCC2)c2cc[nH]c2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d6c0>,258.36499999999995,3.469000000000002,514.1982196526039,37.05,78.66940000000004,0.5,2,2,6,3,19,3,1,2,1,102,0,0,0,0.7784478771436361,2.0889525872492136
CCCN1CCC(c2ccc3ccccc3c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d710>,253.38899999999998,4.429200000000004,538.1365097658091,3.24,82.65400000000005,0.4444444444444444,0,1,3,1,19,3,1,2,1,100,0,0,0,0.7819014472273553,1.7907349325355053
CCCN1CCC2c3c(cccc3OC)CCC21,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d760>,245.36599999999996,3.2093000000000016,414.85517894321026,12.47,74.32500000000006,0.625,0,2,3,2,18,3,2,1,1,98,0,0,0,0.8105112343487401,3.049715861520916
CCCCCCCOc1ccc2[nH]cc(CCN)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d7b0>,274.408,4.018300000000002,518.6844029915037,51.04,85.31110000000004,0.5294117647058824,2,2,9,3,20,2,0,2,0,110,0,0,0,0.6785356985045391,2.021268845789315
CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d800>,287.82000000000005,1.6454,420.1397535368731,44.290000000000006,78.07970000000003,0.6363636363636364,1,6,3,7,18,2,1,1,1,100,0,0,0,0.6735886628014633,2.7129360413765315
NCCc1coc2ccc(C(N)=O)cc12,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d850>,204.22899999999996,1.0329,502.2572725125965,82.25,57.49030000000002,0.18181818181818182,2,3,3,4,15,2,0,2,0,78,1,0,0,0.7829508060242211,2.2322583935291913
Fc1ccc(-c2cccc(N3CCNCC3)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d8a0>,256.32399999999996,2.9023000000000003,544.9303207544581,15.27,76.91870000000004,0.25,1,2,2,3,19,3,1,2,1,98,0,0,0,0.8884758303833691,1.785465976491551
CN(C)CCSc1cccc(-c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d8f0>,258.39000000000004,3.402300000000002,482.8620917262027,16.130000000000003,78.95100000000004,0.26666666666666666,0,3,5,3,18,2,0,2,0,94,0,0,0,0.7646726052979383,2.04475655025227
CN(C)CCc1c[nH]c2c(F)ccc(O)c12,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d940>,222.26299999999998,2.1167000000000002,504.9332238726617,39.260000000000005,62.179500000000026,0.3333333333333333,2,2,3,4,16,2,0,2,0,86,0,0,0,0.8345529585774059,2.5206837900336474
CCCCc1ccc2[nH]cc(CCN)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d990>,216.32799999999995,3.0117000000000003,456.7033228570569,41.81,69.66910000000003,0.42857142857142855,2,1,5,2,16,2,0,2,0,86,0,0,0,0.7922708687060215,2.0239320873884648
c1ccc(-c2cccc(N3CCNCC3)c2)nc1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079d9e0>,239.32199999999995,2.1582,504.15698048314374,28.16,74.75570000000003,0.26666666666666666,1,3,2,3,18,3,1,2,1,92,0,0,0,0.8701415241557349,1.922953887530376
CCCCCN1CCN(c2ccccc2OC)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079da30>,262.39700000000005,3.0074000000000014,372.7666119504801,15.71,81.17200000000005,0.625,0,3,6,3,19,2,1,1,1,106,0,0,0,0.7329921897094054,1.6389879645035386
CCCCCCN1CCc2c([nH]c3ccccc23)C1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079da80>,256.39300000000003,4.106300000000003,541.185682757426,19.03,81.42170000000006,0.5294117647058824,1,1,5,2,19,3,1,2,0,102,0,0,0,0.797748131762917,2.065867899568474
CCCc1ccccc1OCC1=NCCN1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079dad0>,218.29999999999993,2.0196,373.95027285921776,33.62,66.23670000000003,0.46153846153846156,1,3,5,3,16,2,1,1,0,86,0,0,0,0.8199753567699781,2.351598884513635
Fc1cccc(Cl)c1Oc1ncccc1OC1CNC1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079db20>,294.7130000000001,3.017000000000002,599.6229405866209,43.38,73.00670000000002,0.21428571428571427,1,4,4,6,20,3,1,2,1,104,0,0,0,0.9411881468232728,2.5196704512618844
C=CCNC1Cc2cccc3nc(O)n(c23)C1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079db70>,229.28299999999996,1.4421999999999997,573.2934169735493,50.080000000000005,67.08950000000003,0.3076923076923077,2,4,3,4,17,3,1,2,0,88,0,0,0,0.7830056966502976,3.5161618034663515
Clc1ccccc1Oc1ncccc1N1CCNCC1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079dbc0>,289.766,2.9369000000000005,584.8362385155575,37.39,80.84570000000005,0.26666666666666666,1,4,3,5,20,3,1,2,1,104,0,0,0,0.9426161507169003,2.152876942718688
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079dc10>,259.13599999999997,2.7624000000000004,400.1956314875117,33.62,66.85670000000002,0.36363636363636365,1,3,3,5,16,2,1,1,0,86,0,0,0,0.9050107141126125,3.1813807770369227
c1ccc(Oc2ncccc2C2CCNCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079dc60>,254.33299999999997,3.3409000000000013,521.2819593446314,34.15,75.59770000000005,0.3125,1,3,3,3,19,3,1,2,1,98,0,0,0,0.911796678262703,2.075558255265408
COc1cc(Br)c2occ3c2c1[C@H](CN)CC3,<rdkit.Chem.rdchem.Mol object at 0x7fff6079dcb0>,296.16400000000004,3.192400000000001,576.2934169735495,48.39,70.58240000000002,0.38461538461538464,1,3,2,4,17,3,1,2,0,90,0,0,0,0.9255176996936298,3.5806571527599136
CCCN(CCC)C1CCc2c(O)cccc2C1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079dd00>,247.38199999999998,3.371500000000002,382.6833921924209,23.47,76.07480000000005,0.625,1,2,5,2,18,2,1,1,0,100,0,0,0,0.8620217161645692,2.7878940625221347
CCCCCOc1ccc2[nH]cc(CCN)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7fff6079dd50>,246.35399999999996,3.238100000000001,490.19930037486023,51.04,76.07710000000003,0.4666666666666667,2,2,7,3,18,2,0,2,0,98,0,0,0,0.7368113950949804,1.9971257810215004
COc1cccc2c1C[C@H]1CCN[C@H]1C2,<rdkit.Chem.rdchem.Mol object at 0x7fff6079dda0>,203.28499999999997,1.7718999999999998,374.79874429118206,21.259999999999998,60.29970000000004,0.5384615384615384,1,2,1,2,15,3,2,1,1,80,0,0,0,0.7508076684738744,3.180427933031142
