Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
IMMAROBNUIRASX-UHFFFAOYNA-N,CHEMBL284820,3350,A,8.62,chembl20,568,9606,HTR1A,2095,C1(CC2=CC=CC=C2CC1)N(CCC)CCC
JTEJPPKMYBDEMY-UHFFFAOYNA-N,CHEMBL8165,3350,A,8.49,chembl20,910,9606,HTR1A,2095,N1C=C(CCN)C=2C1=CC=C(OC)C2
HNICQKBUQQHUMM-UHFFFAOYNA-N,CHEMBL107511,3350,A,7.7,chembl20,910,9606,HTR1A,2095,N1C=C(CCN)C=2C1=CC=C(CC)C2
GXPYCYWPUGKQIJ-UHFFFAOYNA-N,CHEMBL578767,3350,A,6.6,chembl20,589733,9606,HTR1A,2095,C1CNCC(O1)C=2C=CC=C(C2)C(F)(F)F
GJSURZIOUXUGAL-ROUYVKNBNA-N,CHEMBL134,3350,A,5.49,chembl20,840143,9606,HTR1A,2095,C1(NC2=C(Cl)C=CC=C2Cl)=NCCN1
KMWKXYYYWRNCEV-UHFFFAOYNA-N,CHEMBL161846,3350,A,6.08,chembl20,912,9606,HTR1A,2095,C1(=NC=2C=CC=CC2S1)SCCN(C)C
LYPCGXKCQDYTFV-UHFFFAOYNA-N,CHEMBL275854,3350,A,7.92,chembl20,2258,9606,HTR1A,2095,C=1(C2=C(C=CC(=C2)O)NC1)CC(N)C
LSSUMOWDTKZHHT-UHFFFAOYNA-N,CHEMBL142936,3350,A,7.33,chembl20,942,9606,HTR1A,2095,N1C=2C(C(=C1)CCN(CC)CC)=CC=CC2
KSQOPRCDYFOHET-XWKXFZRBNA-N,CHEMBL2431279,3350,A,6.25,chembl20,986492,9606,HTR1A,2095,C1=CC=C(C(=C1)Br)OCC2=NCCN2
NTQGRGIDSHBSJY-DXMPFREMNA-N,CHEMBL272781,3350,A,7.04,chembl20,463650,9606,HTR1A,2095,C1=CC(=C2N=C(NC(C2=C1Cl)C)N)Cl
NTQGRGIDSHBSJY-RWJRRMEYNA-N,16006605,3350,A,7.04096,pubchem,315624,9606,HTR1A,2095,ClC=1C=2C(N=C(NC2C(Cl)=CC1)N)C
OVCRQVHRSLIVTD-BAINRFMONA-N,CHEMBL269964,3350,A,6.41,chembl20,463650,9606,HTR1A,2095,C1=CC=C2N=C(NC(C2=C1Cl)C)NC
OVCRQVHRSLIVTD-ROUYVKNBNA-N,16006493,3350,A,6.41005,pubchem,315624,9606,HTR1A,2095,ClC1=C2C(N=C(NC2=CC=C1)NC)C
MICIQKQOEFSTDP-DXMPFREMNA-N,CHEMBL270176,3350,A,5.97,chembl20,463650,9606,HTR1A,2095,C1=CC=C2N=C(NC(C2=C1Cl)CC)N
MICIQKQOEFSTDP-RWJRRMEYNA-N,44455973,3350,A,5.96617,pubchem,315624,9606,HTR1A,2095,ClC1=C2C(N=C(NC2=CC=C1)N)CC
RAUGYAOLAMRLLZ-UHFFFAOYNA-N,CHEMBL110317,3350,A,8.89,chembl20,910,9606,HTR1A,2095,C12=CC(C(=O)C)=CC=C1NC=C2CCN
QZNXPVYAMUSJAD-YENFCIRVNA-N,16006496,3350,A,6.60906,pubchem,315624,9606,HTR1A,2095,ClC=1C=2C(N=C(NC2C=CC1Cl)NC)C
SXHSCDTUUHPMSY-UHFFFAOYNA-N,CHEMBL109526,3350,A,7.06,chembl20,910,9606,HTR1A,2095,N1C=C(CCN)C=2C1=CC=C(OCCC)C2
VTTONGPRPXSUTJ-UHFFFAOYNA-N,CHEMBL416526,3350,A,8.5,chembl20,589733,9606,HTR1A,2095,N1C=C(CCN(C)C)C2=C1C=CC(O)=C2
VUYJMSFPKOVHFI-UHFFFAOYNA-N,CHEMBL238806,3350,A,5.6,chembl20,449340,9606,HTR1A,2095,C=1C=CC(S(F)(F)(F)(F)F)=CC1CC(C)NCC
VBKOTIVQMCTTAQ-VMIOWZCSNA-N,9904281,3350,A,5.96658,pubchem,315624,9606,HTR1A,2095,ClC=1C2=C(NC(=NC2)N)C=CC1Cl
VBKOTIVQMCTTAQ-XLPACQNMNA-N,CHEMBL1548,3350,A,5.97,chembl20,463650,9606,HTR1A,2095,C1(=CC=C2N=C(NCC2=C1Cl)N)Cl
VNICFCQJUVFULD-UHFFFAOYNA-N,CHEMBL277120,3350,A,8.04,chembl20,954,9606,HTR1A,2095,C=1(N2CCNCC2)C=3C(=CC=CC3)C=CC1
SHOJVFLWKSRVPH-UHFFFAOYNA-N,CHEMBL10207,3350,A,6.47,chembl20,581,9606,HTR1A,2095,C12C3=C(C(O)=CC=C3)CCC1N(CCC)CC2
XFMPGBXLGWZMQP-VMIOWZCSNA-N,16006492,3350,A,6.7167,pubchem,315624,9606,HTR1A,2095,ClC1=C2C(N=C(NC2=CC=C1)N)C
XFMPGBXLGWZMQP-XLPACQNMNA-N,CHEMBL270177,3350,A,6.72,chembl20,463650,9606,HTR1A,2095,C1=CC=C2N=C(NC(C2=C1Cl)C)N
WBYHTZYHAFNBKW-SSDOTTSWNA-N,CHEMBL437314,3350,A,5.54,chembl20,329335,9606,HTR1A,2095,N[C@@H](CN1N=CC2=CC=C(C=C12)O)C
WBYHTZYHAFNBKW-ZETCQYMHNA-N,9834183,3350,A,6.85078,pubchem,258792,9606,HTR1A,2095,OC=1C=C2N(N=CC2=CC1)C[C@@H](N)C
XRXDAJYKGWNHTQ-UHFFFAOYNA-N,CHEMBL18772,3350,A,6.64,chembl20,802189,9606,HTR1A,2095,N1=C(N2CCNCC2)C=CC=3C1=CC=CC3
YPQJBCKTOCWAQJ-DLGLGFIGNA-N,CHEMBL18928,3350,A,7.14,chembl20,201029,9606,HTR1A,2095,C=12C=C(C(=O)N)C=CC1OCC2CCN
YGBSUVPUXAMOTQ-UHFFFAOYNA-N,CHEMBL239434,3350,A,5.0,chembl20,449340,9606,HTR1A,2095,C=1C=CC(S(F)(F)(F)(F)F)=CC1CC(C)N
ZRMFHWUDQQZCJM-QZINJFTLNA-N,44455943,3350,A,6.11634,pubchem,315624,9606,HTR1A,2095,ClC=1C=2C(N=C(NC2C=CC1Cl)N)CC
BGMZUEKZENQUJY-SSDOTTSWNA-N,CHEMBL134519,3350,A,9.19,chembl20,2260,9606,HTR1A,2095,C1(=C(C=C(C(=C1)OC)I)OC)C[C@H](N)C
BHZAJXDSABBUCR-UHFFFAOYNA-N,CHEMBL36497,3350,A,7.2,chembl20,1080,9606,HTR1A,2095,N1=C(ON=C1C)C=2C=C3C(=CNC3=CC2)CCN
BEPGJIBRVXQULF-UHFFFAOYNA-N,CHEMBL357034,3350,A,8.21,chembl20,951,9606,HTR1A,2095,C12=CC(C(C)(C)C)=CC=C1NC=C2CCNC
BBZRRZHQHYRCIA-UHFFFAOYNA-N,CHEMBL53490,3350,A,7.19,chembl20,559,9606,HTR1A,2095,C1(=NC2=CC=CN=C2N3C1=CC=C3)N4CCNCC4
ASXGJMSKWNBENU-UHFFFAOYNA-N,CHEMBL56,3350,A,9.77,chembl20,761943,9606,HTR1A,2095,C1(N(CCC)CCC)CCC=2C(C1)=C(C=CC2)O
BXXRQIARNFYYBC-UHFFFAOYNA-N,22599992,3350,A,6.93181,pubchem,438204,9606,HTR1A,2095,FC1=CC=C(OC=2C(C3CCNCC3)=CC=CC2)C=C1
BTFVABIGYWRRHE-UHFFFAOYNA-N,CHEMBL326134,3350,A,7.62,chembl20,320761,9606,HTR1A,2095,C1=2C(NC=C1)=CC=CC2OCC(CN(C)C)O
CCGPJPFGXFZHAJ-UHFFFAOYNA-N,CHEMBL25800,3350,A,5.08,chembl20,691,9606,HTR1A,2095,C=1(C=2C(=CC=C3C2CCCO3)N(C1)C)CCN
BZPXXRXAIGZHIA-GPQMBLKYNA-N,CHEMBL1202412,3350,A,7.08,chembl20,575,9606,HTR1A,2095,OC1=NC2=CC=CC=3CC(CN1C23)NCC4CC4
ACEHBQPPDDGCGZ-UHFFFAOYNA-N,CHEMBL7143,3350,A,6.7,chembl20,934,9606,HTR1A,2095,C1(=C(NC=2C1=CC(=CC2)OC)C)CCN(C)C
BLYMJBIZMIGWFK-UHFFFAOYNA-N,CHEMBL285755,3350,A,7.33,chembl20,590,9606,HTR1A,2095,C1C(CCC2=CC=C(C=C12)O)N(CCC)CCC
CMRIBSGIDFNZGV-UHFFFAOYNA-N,CHEMBL143031,3350,A,6.94,chembl20,942,9606,HTR1A,2095,C=12C(=C(O)C=C(C1)F)C(CCN(C)C)=CN2
CMBPNOCCPKFOHS-UHFFFAOYNA-N,CHEMBL302225,3350,A,7.28,chembl20,560,9606,HTR1A,2095,N1=C(C2=CC=CN2C3=C1SC=C3)N4CCN(CC4)C
CTEKFOKTEGQYLO-UHFFFAOYNA-N,CHEMBL142862,3350,A,9.64,chembl20,897,9606,HTR1A,2095,C1=2C(=CNC1=CC=C(C2F)OC)CCN(C)C
BMXRASUARGEUDH-UHFFFAOYNA-N,CHEMBL11262,3350,A,6.63,chembl20,1555,9606,HTR1A,2095,C1=2C(OCC(C1)CN(CCC)CCC)=CC=CC2OC
FRTFBUOBLXTGSL-UHFFFAOYNA-N,44351692,3350,A,8.55284,pubchem,3853,9606,HTR1A,2095,O(C1=CC=2C=C(N3CCNCC3)C=CC2C=C1)C
DFOMASIWHAPFEW-UHFFFAOYNA-N,CHEMBL1094101,3350,A,5.02,chembl20,631800,9606,HTR1A,2095,C=1(C=C(CCC(CCCCCCC)O)C=CC1O)OC
FBYFJOVKHROJSY-UHFFFAOYNA-N,CHEMBL589,3350,A,5.77,chembl20,1548,9606,HTR1A,2095,CCCN(CCC)CCC=1C=CC=C2NC(O)=CC12
FJCRAYWNOXUYOO-UHFFFAOYNA-N,CHEMBL352186,3350,A,9.92,chembl20,897,9606,HTR1A,2095,C1=2C(=CNC1=CC=C(C2F)OC)CCN3CCCC3
HVBAGGJDXDXSAY-UHFFFAOYNA-N,CHEMBL1084132,3350,A,5.5,chembl20,614255,9606,HTR1A,2095,C1N(CN(CC2CCCCN2)C1)C=3C=CC=CC3
QPILPLUOWCUQIQ-UHFFFAOYNA-N,CHEMBL158402,3350,A,8.06,chembl20,912,9606,HTR1A,2095,C1(=NC(=CC=C1)SCCN(C)C)C2CCCCC2
JFZSEYPHJYDMAZ-YHMJCDSINA-N,72947315,3350,A,7.10002,pubchem,772375,9606,HTR1A,2095,O(C1CC1)C=2C(OCC3=NCCN3)=CC=CC2
JDPGHZDOBUGUDU-LUXCBXFANA-N,CHEMBL404511,3350,A,7.07,chembl20,464409,9606,HTR1A,2095,C1=CC=C2N=C(NC(C2=C1Cl)C)NCC(F)F
JBVXDZODHTVXQZ-DXMPFREMNA-N,CHEMBL258073,3350,A,6.47,chembl20,463650,9606,HTR1A,2095,C=1(C(=C2C(NC(=NC2=CC1)N)C)OC)Cl
JBVXDZODHTVXQZ-RWJRRMEYNA-N,44456395,3350,A,6.4698,pubchem,315624,9606,HTR1A,2095,ClC1=C(OC)C=2C(N=C(NC2C=C1)N)C
IYOLOIDWTZSJFT-UHFFFAOYNA-N,CHEMBL392392,3350,A,7.03,chembl20,449378,9606,HTR1A,2095,C=1C=C(OCCCNC2CCCC2)C=3C=CNC3C1
JPFBKWSBTOFTQU-UHFFFAOYNA-N,CHEMBL2207497,3350,A,5.84,chembl20,883885,9606,HTR1A,2095,N1(CCC(CC1)C=2C=C3C=CC=CC3=CC2)CCC
HPUKPOAWHHZLIX-UHFFFAOYNA-N,CHEMBL10677,3350,A,8.36,chembl20,578,9606,HTR1A,2095,C12C(N(CCC)CC1)CCC=3C2=C(OC)C=CC3
IQJYJYJSBZHZMJ-UHFFFAOYNA-N,CHEMBL320079,3350,A,7.42,chembl20,910,9606,HTR1A,2095,N1C=C(CCN)C=2C1=CC=C(OCCCCCCC)C2
ITYXRJDDBZMFAY-NDKGDYFDNA-N,CHEMBL407641,3350,A,6.37,chembl20,1547,9606,HTR1A,2095,C1(=NC(NC)=NC(=C1SC)Cl)N2CCN(CC2)C
JLRCCKQYIBQABB-DLGLGFIGNA-N,CHEMBL19114,3350,A,8.34,chembl20,201029,9606,HTR1A,2095,C=12C=C(C(=O)N)C=CC1OC=C2CCN
HCWCAEZRJRWHCQ-UHFFFAOYNA-N,CHEMBL2164333,3350,A,7.2,chembl20,859814,9606,HTR1A,2095,C1=CC(=CC(=C1)N2CCNCC2)C3=CC=C(C=C3)F
KYRANNSMDBEVPQ-UHFFFAOYNA-N,CHEMBL161765,3350,A,7.8,chembl20,912,9606,HTR1A,2095,C1=CC=C(SCCN(C)C)N=C1C2=CC=CC=C2
LPDHCZRVHHMQEB-UHFFFAOYNA-N,CHEMBL142368,3350,A,6.92,chembl20,943,9606,HTR1A,2095,N1C=2C(=C(O)C=CC2F)C(=C1)CCN(C)C
LEVMBRDBNSGBQA-UHFFFAOYNA-N,6603611,3350,A,5.74112,pubchem,718,9606,HTR1A,2095,N1C2=C(C(CCN)=C1)C=C(CCCC)C=C2
LFAWTONXNIRJDZ-UHFFFAOYNA-N,CHEMBL2164341,3350,A,7.83,chembl20,859814,9606,HTR1A,2095,C1=CC(=CC(=C1)N2CCNCC2)C=3C=CC=CN3
KOQVTIBXMDYTOB-UHFFFAOYNA-N,CHEMBL1269289,3350,A,8.29,chembl20,675499,9606,HTR1A,2095,C=1C=CC=C(N2CCN(CC2)CCCCC)C1OC
KPCSIFKEHSAAOK-UHFFFAOYNA-N,CHEMBL163884,3350,A,7.1,chembl20,1546,9606,HTR1A,2095,C12=C(C=3C=CC=CC3N1)CCN(C2)CCCCCC
KJTFLBJQHBFQAF-YHMJCDSINA-N,44269013,3350,A,7.10002,pubchem,772375,9606,HTR1A,2095,O(C=1C(CCC)=CC=CC1)CC2=NCCN2
KCIORJWXNLIEPL-UHFFFAOYNA-N,53324709,3350,A,7.19382,pubchem,550380,9606,HTR1A,2095,ClC=1C(OC2=NC=CC=C2OC3CNC3)=C(F)C=CC1
LTMRVOPZSPNZHU-HCKMINDGNA-N,CHEMBL1202410,3350,A,6.96,chembl20,575,9606,HTR1A,2095,OC1=NC2=CC=CC=3CC(CN1C23)NCC=C
LVSZWRFDLAUNPF-UHFFFAOYNA-N,CHEMBL599593,3350,A,8.35,chembl20,609532,9606,HTR1A,2095,C1=C(N2CCNCC2)C(OC3=CC=CC=C3Cl)=NC=C1
KSMAGQUYOIHWFS-YHMJCDSINA-N,30668,3350,A,6.90001,pubchem,682996,9606,HTR1A,2095,ClC1=C(OC(C2=NCCN2)C)C(Cl)=CC=C1
LKVOLTSPLLAMPJ-UHFFFAOYNA-N,CHEMBL608148,3350,A,7.0,chembl20,609532,9606,HTR1A,2095,C1=C(C(OC2=CC=CC=C2)=NC=C1)C3CCNCC3
MCSPMJGZGOTGPU-ZETCQYMHNA-N,CHEMBL116940,3350,A,6.98,chembl20,955,9606,HTR1A,2095,C1=2C=3OC=C1CC[C@H](C2C(=CC3Br)OC)CN
MDBWEQVKJDMEMK-UHFFFAOYNA-N,172267,3350,A,6.46344,pubchem,3489,9606,HTR1A,2095,OC1=C2CCC(N(CCC)CCC)CC2=CC=C1
NCBRBANXBGKQFO-UHFFFAOYNA-N,CHEMBL111376,3350,A,7.38,chembl20,910,9606,HTR1A,2095,N1C=C(CCN)C=2C1=CC=C(OCCCCC)C2
OBGADVDRELNMHY-PWSUYJOCNA-N,CHEMBL12108,3350,A,6.0,chembl20,589,9606,HTR1A,2095,C1=2C[C@H]3CCN[C@H]3CC1=CC=CC2OC
OBGADVDRELNMHY-ZYHUDNBSNA-N,CHEMBL275480,3350,A,7.54,chembl20,589,9606,HTR1A,2095,C1=2C[C@H]3CCN[C@@H]3CC1=CC=CC2OC
NJQKIZFGISMHHC-UHFFFAOYNA-N,CHEMBL159143,3350,A,7.39,chembl20,912,9606,HTR1A,2095,N1=C(C2(O)CCCCC2)C=CC=C1SCCN(C)C
NLAWPJROLJRPAW-UHFFFAOYNA-N,CHEMBL10048,3350,A,8.31,chembl20,581,9606,HTR1A,2095,C12C(N(CC=C)CC1)CCC3=C2C(O)=CC=C3
OHHYMKDBKJPILO-UHFFFAOYNA-N,CHEMBL143202,3350,A,7.31,chembl20,942,9606,HTR1A,2095,N1C=C(CCN(CC)CC)C=2C1=CC=CC2O
OYKUWKSHMUIVMA-UHFFFAOYNA-N,CHEMBL1794997,3350,A,7.9,chembl20,575,9606,HTR1A,2095,N12C=3C(=CC=CC3CC1)CC(C2)N(CCC)CCC
OYPGINCEFFIAET-UHFFFAOYNA-N,CHEMBL337590,3350,A,7.07,chembl20,942,9606,HTR1A,2095,C1=2C(NC=C1CCN(C)C)=CC(=C(C2)OC)F
OYQJNUJWLVFCPE-UHFFFAOYNA-N,CHEMBL65974,3350,A,6.93,chembl20,560,9606,HTR1A,2095,C1(=NC=2C=CSC2N3C1=CC=C3)N4CCN(CC4)C
OFZLYUMNCUQVJM-UHFFFAOYNA-N,CHEMBL345803,3350,A,6.68,chembl20,912,9606,HTR1A,2095,C=1(SCCN(C)C)SC=C(C2=CC=CC=C2)N1
OGNJZVNNKBZFRM-UHFFFAOYNA-N,CHEMBL31115,3350,A,8.34,chembl20,2258,9606,HTR1A,2095,C=1(C=2C(=CC=C(C2)OC)NC1)CC(N)C
NIRASHDWADNQJU-YAQRNVERNA-N,CHEMBL2206397,3350,A,5.89,chembl20,882008,9606,HTR1A,2095,C1(=CC=CC(=C1CC2=NC=CN2)CC)CC
NGQQPARRDBDNPB-UHFFFAOYNA-N,53237438,3350,A,7.16115,pubchem,712521,9606,HTR1A,2095,ClC1=CC=C(SC=2C(N3CCNCC3)=CC=CC2)C=C1
NFGYJBCMYUYKCI-NDKGDYFDNA-N,CHEMBL1956192,3350,A,6.83,chembl20,986492,9606,HTR1A,2095,C=1C=CC(=C(C1)Br)OC(C2=NCCN2)C
OTXMFMMMNBKXQC-YAQRNVERNA-N,CHEMBL2431281,3350,A,7.08,chembl20,986492,9606,HTR1A,2095,C1=CC=C(C(=C1)CC2CC2)OCC3=NCCN3
MHBONQZDOYFHIB-UHFFFAOYNA-N,2756712,3350,A,7.14206,pubchem,699070,9606,HTR1A,2095,N1(CCNCC1)C=2C=C(C=CC2)C3=CC=CC=C3
MHHLELSXRBTNRD-UHFFFAOYNA-N,CHEMBL10289,3350,A,7.8,chembl20,581,9606,HTR1A,2095,C12C3=C(C(O)=CC=C3)CCC1N(CC=C)CC2
MKIMQSUJTXVNED-UHFFFAOYNA-N,53326010,3350,A,7.24413,pubchem,550380,9606,HTR1A,2095,O(C1CNC1)C=2C(OC3=CC=CC=C3)=CC=CC2
PTVWULKTBHSTNS-UHFFFAOYNA-N,45483451,3350,A,6.89279,pubchem,438204,9606,HTR1A,2095,FC=1C(C2CCNCC2)=C(OC3=CC=CC=C3)C=CC1
QZNXPVYAMUSJAD-KGCNKATMNA-N,CHEMBL271298,3350,A,6.61,chembl20,463650,9606,HTR1A,2095,C1(=CC=C2N=C(NC(C2=C1Cl)C)NC)Cl
PPQUPQGZDGZYJI-UHFFFAOYNA-N,22615724,3350,A,7.55284,pubchem,438204,9606,HTR1A,2095,O(C=1C(N2CCNCC2)=CC=CC1)CC3=CC=CC=C3
QSVBXQZVQGKTQZ-UHFFFAOYNA-N,CHEMBL39712,3350,A,6.4,chembl20,1080,9606,HTR1A,2095,N1=C(ON=C1C)CC=2C=C3C(=CNC3=CC2)CCN
RKRVRTJVCWZOQS-UHFFFAOYNA-N,2737389,3350,A,7.00436,pubchem,699070,9606,HTR1A,2095,N1(CCNCC1)C=2C(C3=CC=CC=C3)=CC=CC2
RPWUTEXLVPDNEA-UHFFFAOYNA-N,CHEMBL444612,3350,A,6.59,chembl20,942,9606,HTR1A,2095,N1C=2C(=CC=C(C2)F)C(=C1)CCN(CC)CC
RPDHXGXUGMGVAU-UHFFFAOYNA-N,CHEMBL2207488,3350,A,5.98,chembl20,883885,9606,HTR1A,2095,N1(CCC(CC1)C2=COC=3C2=CC=CC3)CCC
RMMYVKPVLLBYDW-UHFFFAOYNA-N,15011385,3350,A,6.25026,pubchem,3590,9606,HTR1A,2095,O1C2=C(C=3C(CCN(C)C)=CNC3C=C2)CCC1
PNZUVNJWUDPWIO-UHFFFAOYNA-N,CHEMBL2164340,3350,A,6.48,chembl20,859811,9606,HTR1A,2095,C1=CC=C(C(=C1)N2CCNCC2)C=3C=CC=CN3
VQVFEOWWKRLYCL-UHFFFAOYNA-N,CHEMBL350166,3350,A,7.05,chembl20,912,9606,HTR1A,2095,N1=C(SC=C1C=2C=CN=CC2)SCCN(C)C
VRRJFCMGNMFNOE-UHFFFAOYNA-N,CHEMBL273412,3350,A,8.33,chembl20,581,9606,HTR1A,2095,C12C(N(CC=C)CC1)CCC=3C2=C(OC)C=CC3
VWOHRXMXNABMIC-UHFFFAOYNA-N,53322954,3350,A,6.71444,pubchem,550380,9606,HTR1A,2095,FC=1C(OC=2C(OC3CCNC3)=CC=CC2)=CC=CC1
SZOKTSDFOPVLFD-DLGLGFIGNA-N,CHEMBL50498,3350,A,6.16,chembl20,769756,9606,HTR1A,2095,C=1(C=2C(=CC=CC2O)NC1)C3=NC(N)=NC=C3
VAXHGPCUAFNAQS-UHFFFAOYNA-N,12996705,3350,A,6.89279,pubchem,438204,9606,HTR1A,2095,O(C=1C(N2CCNCC2)=CC=CC1)C3=CC=CC=C3
SCKPQZMXGISHHF-VMIOWZCSNA-N,16006606,3350,A,7.49485,pubchem,315624,9606,HTR1A,2095,O(C1=C2NC(=NC(C2=CC=C1)C)N)C
SCKPQZMXGISHHF-XLPACQNMNA-N,CHEMBL408152,3350,A,7.49,chembl20,463650,9606,HTR1A,2095,C1=CC(OC)=C2N=C(NC(C2=C1)C)N
UVOXCNCVSFLEPX-UHFFFAOYNA-N,CHEMBL9980,3350,A,8.85,chembl20,578,9606,HTR1A,2095,C12C(N(CCC)CC1)CCC3=C2C(O)=CC=C3
XJJHPGZYVOFINN-UHFFFAOYNA-N,CHEMBL573769,3350,A,6.92,chembl20,589382,9606,HTR1A,2095,C=1C(C2CCNCC2)=C(OCC3=CC=CC=C3)C=CC1
XFMPGBXLGWZMQP-BLJPFOPQNA-N,CHEMBL404372,3350,A,7.02,chembl20,464429,9606,HTR1A,2095,C1=CC=C2N=C(N[C@H](C2=C1Cl)C)N
XFMPGBXLGWZMQP-MWEJZKJPNA-N,44456033,3350,A,7.02136,pubchem,316403,9606,HTR1A,2095,ClC1=C2[C@@H](N=C(NC2=CC=C1)N)C
VZZRHPWRULQIJU-QZINJFTLNA-N,16093485,3350,A,6.97881,pubchem,315624,9606,HTR1A,2095,ClC=1C(=C2C(N=C(NC2=C(OC)C1)N)C)C
YAORIDZYZDUZCM-YHMJCDSINA-N,2765,3350,A,7.46005,pubchem,772375,9606,HTR1A,2095,O(C=1C(C2CC2)=CC=CC1)CC3=NCCN3
YFPXOLILPOTYIP-YHMJCDSINA-N,44269006,3350,A,7.15003,pubchem,772375,9606,HTR1A,2095,O(CC1=NCCN1)C=2C(CC=C)=CC=CC2
WKZLNEWVIAGNAW-DLGLGFIGNA-N,CHEMBL18840,3350,A,9.53,chembl20,201029,9606,HTR1A,2095,C=12C=C(C(=O)N)C=CC1NC=C2CCN
WLIGTTARDYGFBV-UHFFFAOYNA-N,45483466,3350,A,6.72354,pubchem,438204,9606,HTR1A,2095,O(CC=1C(N2CCNCC2)=CC=CC1)C3=CC=CC=C3
WYEGTIGJSHGEID-ZDUSSCGKNA-N,CHEMBL250403,3350,A,5.6,chembl20,458725,9606,HTR1A,2095,C1(=CC(=CC=C1)[C@H]2OCCN(C2)CCC)O
WZANXVXLOKIMAM-YHMJCDSINA-N,CHEMBL1202409,3350,A,7.36,chembl20,575,9606,HTR1A,2095,NC1CC2=CC=CC=3N=C(O)N(C1)C23
WWTGDTLFSFRIFW-UHFFFAOYNA-N,CHEMBL1645597,3350,A,7.66,chembl20,698908,9606,HTR1A,2095,C=1C(=C(C=CC1)OC2=CC=CC=C2F)OC3CNC3
YWIYMDPWBAXEKQ-UHFFFAOYNA-N,23113096,3350,A,7.20066,pubchem,438204,9606,HTR1A,2095,O(C=1C(C2CCNCC2)=CC=CC1)C3=CC=CC=C3
XYOILXJZQNPSEP-UHFFFAOYNA-N,CHEMBL301765,3350,A,7.23,chembl20,560,9606,HTR1A,2095,C1(=NC=2C=CSC2N3C1=CC=C3)N4CCNCC4
XTWUNLMHXDDOMD-HCKMINDGNA-N,CHEMBL1202413,3350,A,7.03,chembl20,575,9606,HTR1A,2095,CCCNC1CC2=CC=CC=3N=C(O)N(C1)C23
YHXISWVBGDMDLQ-YAQRNVERNA-N,CHEMBL86304,3350,A,5.3,chembl20,589733,9606,HTR1A,2095,C1=CC(=CC=C1Cl)C(NCCN2CCOCC2)=O
ZSFVXIXYHJMAHE-UHFFFAOYNA-N,CHEMBL2207498,3350,A,5.48,chembl20,883885,9606,HTR1A,2095,N1(CCC(CC1)C2=CC=3C(S2)=CC=CC3)CCC
ZSTKHSQDNIGFLM-UHFFFAOYNA-N,CHEMBL7257,3350,A,7.82,chembl20,600,9606,HTR1A,2095,N1C=C(CCN(C)C)C=2C1=CC=C(OC)C2
